資料集識別碼,資料集名稱,提供機關,服務分類,資料集描述,主要欄位說明,更新頻率,授權方式,相關網址,上架日期,詮釋資料更新時間,備註
98719,臺灣臺南地方檢察署108年度會計報告,臺灣臺南地方檢察署,公共資訊,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 12:20,
98720,矯正署泰源技能訓練所108年會計報告(按月),法務部矯正署泰源技能訓練所,公共資訊,矯正署泰源技能訓練所108年會計報告(按月),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 13:48,
98731,臺灣高雄地方檢察署108年度會計報告,臺灣高雄地方檢察署,公共資訊,會計報告,會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,每月,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 12:20,
98752,行政院人事行政總處公務人力發展學院108年1月份會計月報,行政院人事行政總處公務人力發展學院,公共資訊,行政院人事行政總處公務人力發展學院108年1月份會計月報,,每月,政府資料開放授權條款-第1版,https://www.hrd.gov.tw/content/public/public01.aspx?SType=22,2019/02/13 00:00,2019/02/13 15:20,
98757,基隆市暖暖區105年社區闔家歡篩檢服務量統計表,基隆市衛生局,就醫,基隆市暖暖區105年社區闔家歡篩檢服務量統計表,場次(性別分項);20-29歲;30-39歲;40-49歲;50-59歲;60-64歲;65+歲;老人完成數;新住民完成數;身障者;新案完成數;篩檢完成數,不更新,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 15:57,
98759,108年度1月基隆市土地建物登記管理資料,基隆市政府地政處,購屋及遷徙,購屋及遷徙: 係指各種房屋買賣、房屋遷移、移民等相關資料集,,每月,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 16:49,
98761,基隆市暖暖區107年社區闔家歡篩檢服務量統計表,基隆市衛生局,就醫,基隆市暖暖區107年社區闔家歡篩檢服務量統計表,場次(性別分項);20-29歲;30-39歲;40-49歲;50-59歲;60-64歲;65+歲;老人完成數;新住民完成數;身障者;新案完成數;篩檢完成數,不更新,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 15:57,
98764,基隆市暖暖區106年社區闔家歡篩檢服務量統計表,基隆市衛生局,就醫,基隆市暖暖區106年社區闔家歡篩檢服務量統計表,場次(性別分項);20-29歲;30-39歲;40-49歲;50-59歲;60-64歲;65+歲;老人完成數;新住民完成數;身障者;新案完成數;篩檢完成數,不更新,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 16:40,
98724,107.11月 屏東縣各項稅捐實徵淨額與預算數及上年同期比較－累計數,屏東縣政府財稅局,公共資訊,107.11月 屏東縣各項稅捐實徵淨額與預算數及上年同期比較－累計數,"截至本月底止累計實徵數,截至本月底止累計退還以前年度歲入款,截 至 本 月 底 止 累 計 實 徵 淨 額,累計實徵淨額與全年預算數比較,累計實徵淨額與同期分配預算數比較,累計實徵淨額與上年同期比較",每日,政府資料開放授權條款-第1版,,2018/12/21 00:00,2019/02/13 11:43,
98725,屏東縣107年地價稅查定表,屏東縣政府財稅局,公共資訊,屏東縣107年地價稅查定表,"屏東縣地價稅查定數",每年,政府資料開放授權條款-第1版,,2018/12/26 00:00,2019/02/13 11:43,
98726,107年11月份土石特別稅績徵表,屏東縣政府財稅局,投資理財,107年11月份土石特別稅績徵表,"查定數實徵數",每日,政府資料開放授權條款-第1版,,2019/01/04 00:00,2019/02/13 11:44,
98727,屏東縣政府公共債務情形,屏東縣政府財稅局,公共資訊,108年1月底止本府公共債務情形,1年以上債務未償餘額;短期債務未償餘額;平均每人負擔債務;自償性債務未償餘額,每日,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 11:43,
98728,107年12月份土石特別稅績徵表,屏東縣政府財稅局,投資理財,107年12月份土石特別稅績徵表,"查定數實徵數",每日,政府資料開放授權條款-第1版,,2019/01/04 00:00,2019/02/13 11:45,
98729,107年度屏東縣土地增值稅稅源統計表,屏東縣政府財稅局,公共資訊,107年度屏東縣土地增值稅稅源統計表,屏東縣;土地增值稅;面積;筆數;應納稅額,每日,政府資料開放授權條款-第1版,,2019/01/10 00:00,2019/02/13 11:45,
98730,屏東縣107年度第4季房地交易課稅情形季報表,屏東縣政府財稅局,公共資訊,屏東縣107年度第4季房地交易課稅情形季報表,土地增值稅;買賣契稅,每日,政府資料開放授權條款-第1版,,2019/01/10 00:00,2019/02/13 11:46,
98766,10730-02-05-2 臺中市違反兒童及少年福利與權益保障法執行概況,臺中市政府社會局‧長青福利科,公共資訊,臺中市違反兒童及少年福利與權益保障法執行概況,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;omplex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每半年,政府資料開放授權條款-第1版,,2019/02/13 16:27,2019/02/13 16:27,
98768,10730-06-03-2 臺中市發展遲緩兒童早期療育服務概況,臺中市政府社會局‧長青福利科,公共資訊,臺中市發展遲緩兒童早期療育服務概況,RptNo;RptName;StatCourseNo;StatCourseName;DataDate;PlaceNo;PlaceName;PeriodNo;PeriodName;Complex1;ComplexName;Complex2;Complex2Name;Complex3;Complex3Name;Complex4;Complex4Name;Complex5;omplex5Name;DeriveNo;DeriveExplain;FValue;SValue;RptDeptNo;RptDeptName;CreateTime;ModifyTime,每季,政府資料開放授權條款-第1版,,2019/02/13 16:34,2019/02/13 16:34,
98793,臺北市環保局輻射監測站測站位置,臺北市政府環境保護局,生活安全及品質,臺北市環保局輻射監測站測站位置,監測站名稱;地址及經緯度座標,每日,政府資料開放授權條款-第1版,,2019/02/13 20:40,2019/02/13 20:40,
98785,臺南市公告地價表,臺南市政府,公共資訊,行政區、地段、地號、公告地價,行政區;地段;地號;公告地價,每年,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/tn-land-value-00b;http://data.tainan.gov.tw/dataset/tn-land-value-00b;http://data.tainan.gov.tw/dataset/tn-land-value-00b,2018/01/03 06:16,2019/02/13 17:23,
98794,臺南市政府各級機關學校公文線上簽核及電子交換統計,臺南市政府,公共資訊,臺南市政府各級機關學校公文線上簽核及電子交換統計（秘書處提供）,機關名稱;機關代碼;電子收文;紙本轉線上簽核數;自創簽稿數;線上簽核數;線上簽核比率;收文總件數;電子收文比率;一般公文及專案列管件數;發文總件數;不適用電子發文件數;電子發文件數;電子公文交換件數;電子公布欄件數;非電子發文件數;公文電子發文比率;全部公文電子發文比率,每年,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/document;http://data.tainan.gov.tw/dataset/document;http://data.tainan.gov.tw/dataset/document;http://data.tainan.gov.tw/dataset/document;http://data.tainan.gov.tw/dataset/document;http://data.tainan.gov.tw/dataset/document;http://data.tainan.gov.tw/dataset/document;http://data.tainan.gov.tw/dataset/document,2019/02/03 11:57,2019/02/14 00:01,
98795,多點跨區據點服務件數統計,臺南市政府,公共資訊,本資料提供本局11處多點.跨區.全功能稅務櫃臺每半年服務件數,各個據點服務區 房屋稅;地價稅;使用牌照稅;土地增值稅;契稅;轉帳納稅及其他服務項目,每年,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/nin;http://data.tainan.gov.tw/dataset/nin;http://data.tainan.gov.tw/dataset/nin;http://data.tainan.gov.tw/dataset/nin;http://data.tainan.gov.tw/dataset/nin,2019/01/17 02:12,2019/02/14 00:02,
98796,登革熱專區,臺南市政府,公共資訊,本資料集提供臺南市登革熱疫情相關資料,"區域名;日期;降水量;.資料彙整來源:中央氣象局-各雨量站過去 24小時時雨量資料 http://data.gov.tw/node/7879",每日,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/dengue-dist;http://data.tainan.gov.tw/dataset/dengue-dist,2018/10/17 01:57,2019/02/14 00:04,
98797,非都市土地使用地變更編定筆數及面積,臺南市政府,公共資訊,非都市土地使用地變更編定筆數及面積,年度;變更後使用地類別;原為甲種建築用地/筆數;原為甲種建築用地/面積;原為乙種建築用地/筆數;原為乙種建築用地/面積;原為丙種建築用地/筆數;原為丙種建築用地/面積;原為丁種建築用地/筆數;原為丁種建築用地/面積;原為農牧用地/筆數;原為農牧用地/面積;原為林業用地/筆數;原為林業用地/面積;原為養殖用地/筆數;原為養殖用地/面積;原為鹽業用地/筆數;原為鹽業用地/面積;原為礦業用地/筆數;原為礦業用地/面積;原為窯業用地/筆數;原為窯業用地/面積;原為交通用地/筆數;原為交通用地/面積;原為水利用地/筆數;原為水利用地/面積;原為遊憩用地/筆數;原為遊憩用地/面積;原為古蹟保護用地/筆數;原為古蹟保護用地/面積;原為生態保護用地/筆數;原為生態保護用地/面積;原為國土保安用地/筆數;原為國土保安用地/面積;原為殯葬用地/筆數;原為殯葬用地/面積;原為特定目的事業用地/筆數;原為特定目的事業用地/面積;原為暫未編定用地/筆數;原為暫未編定用地/面積;原為其他用地/筆數;原為其他用地/面積,每年,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/landchange;http://data.tainan.gov.tw/dataset/landchange;http://data.tainan.gov.tw/dataset/landchange;http://data.tainan.gov.tw/dataset/landchange,2018/09/11 03:17,2019/02/14 00:04,
98798,非都市土地變更編定筆數及面積,臺南市政府,公共資訊,非都市土地變更編定筆數及面積,"年度;使用地類別;特定農業區/筆數;特定農業區/面積;一般農業區/筆數;一般農業區/面積;鄉村區/筆數;鄉村區/面積;工業區/筆數;工業區/面積;森林區/筆數;森林區/面積;山坡地保育區/筆數;山坡地保育區/面積;風景區/筆數;風景區/面積;河川區/筆數;河川區/面積;特定專用區/筆數;特定專用區/面積;國家公園區/筆數;國家公園區/面積",每年,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/change;http://data.tainan.gov.tw/dataset/change;http://data.tainan.gov.tw/dataset/change;http://data.tainan.gov.tw/dataset/change,2018/09/11 03:16,2019/02/14 00:04,
98799,臺南市重要統計指標,臺南市政府,公共資訊,重要統計指標、財政收支、人力資源、失業率、就業人口數、就業者之行業結構、家庭收支、物價指數、土地、人口、社會治安、公共安全、社會福利及救助、教育文化、醫療、衛生、交通運輸、公共建設、工商業概況、環境保護,重要統計指標;財政收支;人力資源;失業率;就業人口數;就業者之行業結構;家庭收支;物價指數;土地;人口;社會治安;公共安全;社會福利及救助;教育文化;醫療;衛生;交通運輸;公共建設;工商業概況;環境保護,每月,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators;http://data.tainan.gov.tw/dataset/01-important-statistical-indicators,2018/07/31 08:07,2019/02/14 00:05,
98800,台南市主要觀光遊憩據點遊客人數,臺南市政府,休閒旅遊,台南市主要觀光遊憩據點遊客人數統計,"""Id"":標號;""StatsMonth"":統計年月;""ScenicSpot"":主要遊憩據點;""Visitors"":遊客人數;   ""LastYearVisitors"":去年同期遊客人數;""GrowthRate"": 成長率;""Note"":計數方式",每月,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/visitorcount,2018/07/20 07:52,2019/02/14 00:08,
98801,臺南市最近5年地價稅稅源統計表,臺南市政府,公共資訊,臺南市最近5年地價稅稅源統計表,,每年,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/landvaluetax;http://data.tainan.gov.tw/dataset/landvaluetax,2018/05/12 06:31,2019/02/14 00:10,
98802,臺南市105年梅姬颱風及9月風災雨害農產業救助資料,臺南市政府,公共資訊,臺南市各區、各里、各地段105年梅姬颱風及9月風災雨害農產業救助統計資料,區名;段名;申請總筆數;申請總面積;核定總筆數;核定總面積;核定總金額,每日,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/cd;http://data.tainan.gov.tw/dataset/cd;http://data.tainan.gov.tw/dataset/cd;http://data.tainan.gov.tw/dataset/cd;http://data.tainan.gov.tw/dataset/cd;http://data.tainan.gov.tw/dataset/cd;http://data.tainan.gov.tw/dataset/cd,2017/12/15 02:01,2019/02/14 00:10,
98803,國中各校折抵超編查詢,臺南市政府,求學及進修,本資料集提供國中各校折抵超編資料(注意:僅提供當年度與前一年資料),"國中各校折抵超編查詢JSON;參數說明SchoolCode 學校代碼;yy 學年;sem 學期; ",即時,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/offset-over,2016/09/09 02:21,2019/02/13 23:39,
98804,食安抽驗-104年飼料抽驗清冊,臺南市政府,公共資訊,食安抽驗-104年飼料抽驗清冊,項目;分類;抽驗件數;合格件數;不合格件數;處分件數,每季,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/fodder,2016/02/04 02:18,2019/02/14 00:13,
98806,外籍配偶訓練專班,臺南市政府,求職及就業,外配專班課程資訊,上課日期 授課時間 講    題 內 容 授課講師 ,每日,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/immigration;http://data.tainan.gov.tw/dataset/immigration,2019/02/13 15:54,2019/02/14 00:01,
98807,違反勞動基準法事業單位事業主公告,臺南市政府,求職及就業,依勞動基準法第80條第1項公布之資料，違反勞動基準法事業單位事業主公告。,107年勞動基準法違法公告,每日,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/violattion-labor-standard-laws;http://data.tainan.gov.tw/dataset/violattion-labor-standard-laws;http://data.tainan.gov.tw/dataset/violattion-labor-standard-laws;http://data.tainan.gov.tw/dataset/violattion-labor-standard-laws,2019/02/13 15:52,2019/02/14 00:01,
98808,大臺南視障者按摩服務據點,臺南市政府,求職及就業,提供大臺南視障者按摩小站服務據點資料,編號;小棧名稱;地址;電話;負責單位;按摩師人數;備註,每日,政府資料開放授權條款-第1版,http://data.tainan.gov.tw/dataset/massagestop;http://data.tainan.gov.tw/dataset/massagestop,2019/02/13 15:50,2019/02/14 00:01,
98699,107年度花蓮縣各項稅收稽徵成本,花蓮縣政府,公共資訊,107年度花蓮縣各項稅收稽徵成本,詳如資料集內容,每年,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/14 00:24,無
98700,108年1月花蓮縣各項稅捐實徵淨額與預算數及上年同期比較-本月數,花蓮縣政府,公共資訊,108年1月花蓮縣各項稅捐實徵淨額與預算數及上年同期比較-本月數,詳如資料集內容,每月,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 01:20,無
98701,108年1月花蓮縣各項稅捐實徵淨額與預算數及上年同期比較-累計數,花蓮縣政府,公共資訊,108年1月花蓮縣各項稅捐實徵淨額與預算數及上年同期比較-累計數,詳如資料集內容,每月,政府資料開放授權條款-第1版,,2019/02/13 00:00,2019/02/13 01:24,無
98809,高雄市政府電子公報API,高雄市政府,公共資訊,提供高雄市政府電子公報閱覽API服務,com_id; com_unit;com_duty;com_create;typ_id;com_counterpart;com_hits;uni_id;com_phone;com_lower;com_contents;com_status;com_notice;com_sign;com_wordfile;com_statement;com_type;com_number;com_filedate;com_authority;com_title;acc_id;per_id;com_progenitor;com_guid;com_man;com_subject;com_date;com_publish;com_pdffile,每周,政府資料開放授權條款-第1版,http://data.kcg.gov.tw/dataset/kcgoa-00000006-c78,2019/02/13 13:52,2019/02/14 00:03,
