資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
空氣污染-機關檔案目錄,33474,為便捷民眾查詢空氣污染相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢空氣污染相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
水利資源-機關檔案目錄,33475,為便捷民眾查詢水利資源相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢水利資源相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
土地資源-機關檔案目錄,33476,為便捷民眾查詢土地資源相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢土地資源相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
能源政策-機關檔案目錄,33477,為便捷民眾查詢能源政策相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢能源政策相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
勞工政策-機關檔案目錄,33479,為便捷民眾查詢勞工政策相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢勞工政策相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
全民健保-機關檔案目錄,33480,為便捷民眾查詢全民健保相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢全民健保相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
外交政策-機關檔案目錄,33481,為便捷民眾查詢外交政策相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢外交政策相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
社會福利-機關檔案目錄,33482,為便捷民眾查詢社會福利相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢社會福利相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
國際貿易-機關檔案目錄,33483,為便捷民眾查詢國際貿易相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢國際貿易相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
產業結構-機關檔案目錄,33484,為便捷民眾查詢產業結構相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢產業結構相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
國史-機關檔案目錄,33487,為便捷民眾查詢國史相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢國史相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
地方機關-機關檔案目錄,33488,為便捷民眾查詢地方機關相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢地方機關相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
國家人權-機關檔案目錄,33489,為便捷民眾查詢國家人權相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢國家人權相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
公文e網通申請表單,33641,提供公文電子交換申請表單下載資訊。,序號;分類;內容;日期,國家發展委員會檔案管理局
國家檔案地標地理分布,33642,提供國家檔案地標地理分布資料。,縣市名稱;鄉鎮市名稱;地標;檔案數量;資料更新時間;網址,國家發展委員會檔案管理局
國家檔案目錄公布數量地理分布,33643,提供國家檔案目錄公布數量地理分布資訊。,縣市名稱;鄉鎮市區;機關名稱;目錄公布數量;資料更新時間;機關地址;網址,國家發展委員會檔案管理局
ide@ Taiwan 2020(創意臺灣)政策白皮書,34002,為順應網路發展應用新趨勢，爰徵集群眾智慧研訂本白皮書，做為推動網路世代數位化施政的指導方針。方案結束，不再更新。,日期;名稱;成立;文件描述/簡介;全文下載連結 _PDF;全文下載連結 _ODP;全文下載連結 _PPTX;全文下載連結 _ODT;全文下載連結 _DOCX,國家發展委員會
景氣循環的類型,34003,介紹景氣各種循環類型及影響原因。固定資料，不更新。,按發現人分;按期間分;按觀察對象分;循環週期;影響因素,國家發展委員會
歷次景氣循環認定工作,34004,台灣歷次景氣循環峰谷日期 (Reference date of Taiwan business cycles)。,循環次序;谷底1;高峰;谷底2;擴張期;收縮期;全循環,國家發展委員會
兩岸經貿、中國大陸經濟情勢分析,34005,掌握中國大陸、兩岸經貿發展方向,名稱;發行時間;發行機關;全文下載連結 _ODT;全文下載連結 _PDF;全文下載連結 _DOC,國家發展委員會
推動創新創業帶動臺灣產業典範移轉-引進智慧資金,34006,說明創新創業不同階段的政府資金政策及計畫。,計畫/策略;內容;檔案格式;全文下載連結,國家發展委員會
推動創新創業帶動臺灣產業典範移轉-完善新創法規,34007,說明創新創業相關的法規鬆綁內容。,日期;法規;檔案格式;全文下載連結,國家發展委員會
「我國產業轉型所需研發創新之產業人才、技術及其推廣運用」書面報告,34008,說明政府推動產業轉型升級，以及培育與延攬產業人才之作法,報告日期;提報對象;會議名稱;報告名稱;形式;報告單位/人;報告內容主要項目;內容概述;檔案格式;全文下載連結,國家發展委員會
出生推估,34009,提供高、中、低推估3種推估情境下，未來50年左右之男、女性出生人數及嬰兒性比例，俾作為出生等相關議題之研析依據,推估情境;西元年;民國年;男女合計出生人數(人);男性出生人數(人);女性出生人數(人);嬰兒性比例(女性=100);粗出生率(‰),國家發展委員會
死亡推估,34010,提供高、中、低推估3種推估情境下，未來50年左右之男、女性死亡人數，俾作為死亡等相關議題之研析依據,推估情境;西元年;民國年;男女合計死亡人數(人);男性死亡人數(人);女性死亡人數(人);粗死亡率(‰),國家發展委員會
所得分配懶人包,34011,為促使民眾進一步瞭解我國所得分配狀況及政府改善所得分配相關政策，爰開放相關資訊供民眾閱覽，資料內容包含前言、所得之定義、改善所得分配四大策略、所得分配常用指標、我國所得分配狀況及國際比較、需持續解決的問題及政府之因應對策。,資料名稱;資料說明;發佈時間;影片長度;簡報內容;簡報資料下載網址_ODP;簡報資料下載網址_PDF;網頁(影片)連結;懶人包文稿資料下載網址_ODT;懶人包背景音樂下載網址_MP3壓縮檔 (rar),國家發展委員會
關於薪資這回事懶人包,34012,為使民眾進一步瞭解我國薪資現況與未來提升做法，爰開放相關懶人包內容供民眾查閱，資料內容包含前言、薪資變動趨勢與原因分析、所得分配變動趨勢與原因分析、因應對策、結語。,資料名稱;資料說明;發佈時間;影片長度;簡報內容;簡報資料下載網址_ODP;簡報資料下載網址_PDF;網頁(影片)連結,國家發展委員會
APEC EoDB研討會我國成功經驗分享-APEC 2016 Ease of Doing Business Workshop：One-Stop Shops Improve the Business Environment,34013,為因應APEC「經商便利行動計畫」，透過積極參與APEC舉辦會議，分享我國對於EoDB改革的成功經驗與挑戰及未來規劃，並蒐集各國EoDB改革資料，作為我國未來經商環境改革參考。,資料名稱;檔案格式;檔案連結,國家發展委員會
國家發展委員會主管法律,34014,提供國發會主管法律之最新資訊,法規類別;法規體系;公發布日;異動日期;異動字號;異動性質;生效狀態;生效日期;法規名稱;主旨;前言;法規沿革;依據;公告事項;說明;辦法;締約他方官方文字或其他文字版本;法規內容,國家發展委員會
國家發展委員會協調法規鬆綁建言處理流程,34015,國發會法規鬆綁建言來源包含外國商會(歐、美、日)、工總、工商團體及個人等，針對議題牽涉層面較廣或有高度重要性之建言，國發會提出「第三方意見」，並召開跨部會協調會議，尋求解決方案。,資料名稱;檔案格式;檔案連結,國家發展委員會
臺灣推動經濟自由化之說明,34016,為提供美國傳統基金會有關「經濟自由度指數（Index of Economic Freedom）報告」參考資料，本會提供年度我國經濟政策發展最新資訊、數據及法律予該基金會參考。,資料名稱;檔案格式;檔案連結,國家發展委員會
國家發展委員會資料開放盤點表,34017,為進行本會資料開放之盤點作業及便於資料開放諮詢小組會議審視所需，本會依據院頒資料開放進階行動方案附件2盤點表格式為基礎，另整合詮釋資料相關欄位資訊，製成本盤點表。,項次;管理單位;資料集名稱;資料集描述;更新頻率;資料下載網址;資料資源欄位;資料量;備註,國家發展委員會
中央及所屬機關網站Web2.0服務一覽表,34018,為讓各政府機關網站營運人員能更清楚瞭解政府網站導入Web 2.0應用情形，特彙整機關網站Web 2.0 應用表，藉以加強各機關同仁之經驗交流及分享，以加速各機關Web 2.0之運用。,上級機關;機關名稱;社群平臺類型;社群名稱;社群連結網址,國家發展委員會
中程國家發展計畫簡報,34019,四年一期之中程國家發展計畫可供民眾掌握國家發展目標與政策主軸。,年度;檔案名稱;檔案描述;檔案格式;下載連結,國家發展委員會
中程國家發展計畫新聞稿,34020,簡要說明中程國家發展計畫重要內涵。,年度;檔案名稱;檔案描述;檔案格式;下載連結,國家發展委員會
年度國家發展計畫執行檢討簡報,34021,展現過去一年度國家發展計畫執行成果與檢討。,年度;檔案名稱;檔案描述;檔案格式;下載連結,國家發展委員會
年度國家發展計畫執行檢討新聞稿,34022,簡要說明過去一年度國家發展計畫執行成果與檢討。,年度;檔案名稱;檔案描述;檔案格式;下載連結,國家發展委員會
具備「政府網站資料開放宣告」之政府網站統計表,35521,摘要紀錄行政院及所屬二級部會以及地方政府官方網站是否有採用政府網站資料開放宣告。,機關名稱;網址;具政府網站資料開放宣告,國家發展委員會
交通建設-機關檔案目錄,38398,為便捷民眾查詢交通建設相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢交通建設相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
客家文化-機關檔案目錄,38399,為便捷民眾查詢客家文化相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢客家文化相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
農業-機關檔案目錄,38400,為便捷民眾查詢農業相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢農業相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
戰役-機關檔案目錄,38401,為便捷民眾查詢戰役相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢戰役相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
古蹟-機關檔案目錄,38402,為便捷民眾查詢古蹟相關之機關檔案目錄資料，提供已公開於機關檔案目錄查詢網(NEAR)所查詢古蹟相關之查詢字串、符合筆數及網址。,Source;Description;Remark;Keyword;URL;Source Field name;Description Field name;Remark Field name;Keyword Field name;URL Field name,國家發展委員會檔案管理局
Web版公文製作之全國通訊錄,38403,公開於文書編輯共通服務平台網站提供全國使用者下載Web版公文製作時所需使用之全國機關通訊錄。,機關名稱;機關代碼;單位代碼;郵遞區號;地址;電子交換;發文方式,國家發展委員會檔案管理局
電子檔案技術服務申請資料,38404,提供電子檔案技術服務申請資料。,申請對象類別;申請服務項目;加選服務,國家發展委員會檔案管理局
電子檔案保存實驗室參訪申請資料,38405,提供電子檔案保存實驗室參訪申請資料。,申請對象類別;預計參訪日期及時間;參訪人數;參訪目的,國家發展委員會檔案管理局
電子檔案設備捐贈申請資料,38406,提供電子檔案設備捐贈申請資料。,申請對象類別;捐贈需求描述,國家發展委員會檔案管理局
e管家Plus網站-全民快訊,38769,e管家Plus服務平臺「全民快訊」服務，提供每日精選全臺最新、最快的優質資訊，幫助民眾便於快速查閱感興趣之最新消息。,頻道名稱;標題;內容;發布日期;建立時間;來源名稱;來源連結;圖檔位置;圖檔來源;活動開始時間;活動結束時間,國家發展委員會
e管家Plus網站-福利自己查,38770,e管家Plus服務平臺「福利自己查」服務所蒐集、提供民眾與自身身分相符之各項福利資訊，方便民眾能有效的精準查詢。,標題;簡述說明;內容;發布日期;建立時間;來源名稱;來源網址;圖檔網址;圖檔來源;線上申請網址,國家發展委員會
公共建設計畫經濟效益評估及財務計畫作業手冊,39479,介紹經濟效益及財務效益評估所需之基本內涵、架構與作業流程等，並摘錄參考案例。本資料為單一手冊，不再更新。,出版日期;名稱;出版機關;主要大綱;全文下載連結 _PDF,國家發展委員會
兩岸經貿交流相關統計指標─中國大陸總體經濟：國內生產總值(GDP)各業占比及成長率,39480,提供中國大陸及兩岸經貿往來之相關指標供社會大眾參考,年度;國內生產總值-名目金額;國內生產總值-實質成長率;第一產業-比重;第一產業-實質成長率;第二產業-比重;第二產業-實質成長率;第三產業-比重;第三產業-實質成長率,國家發展委員會
兩岸經貿交流相關統計指標─中國大陸總體經濟：國內生產總值(GDP)各項支出占比及成長率,39481,提供中國大陸及兩岸經貿往來之相關指標供社會大眾參考,年度;最終消費-比重;最終消費-成長率;資本形成-比重;資本形成-成長率;商品與服務淨輸出-比重;商品與服務淨輸出-成長率,國家發展委員會
兩岸經貿交流相關統計指標─中國大陸總體經濟：中國大陸社會消費品零售總額及成長率,39482,提供中國大陸及兩岸經貿往來之相關指標供社會大眾參考,年度;總額;成長率,國家發展委員會
兩岸經貿交流相關統計指標─中國大陸總體經濟：中國大陸網上購物額,39483,提供中國大陸及兩岸經貿往來之相關指標供社會大眾參考,年度;金額;成長率,國家發展委員會
兩岸經貿交流相關統計指標─中國大陸總體經濟：中國大陸固定資產、製造業、房地產開發投資金額及成長率,39484,提供中國大陸及兩岸經貿往來之相關指標供社會大眾參考,年度;固定資產投資-金額;固定資產投資-成長率;製造業投資-金額;製造業投資-成長率;房地產開發投資-金額;房地產開發投資-成長率,國家發展委員會
兩岸經貿交流相關統計指標─中國大陸總體經濟：中國大陸對外貿易總額及成長率,39485,提供中國大陸及兩岸經貿往來之相關指標供社會大眾參考,年度;貿易總額-金額;貿易總額-成長率;出口-金額;出口-成長率;進口-金額;進口-成長率;出/入超-金額,國家發展委員會
台灣歷次景氣循環峰谷日期,39486,發布歷次景氣循環高峰谷底日期。,循環次序;谷底1;高峰;谷底2;擴張期;收縮期;全循環,國家發展委員會
國家發展委員會強化創新創業國際鏈結補助作業要點問答集,39487,針對補助作業要點提供相關Q&A,問題;回答,國家發展委員會
國內創業競賽盤點,39488,對104年舉辦之創業競賽及相關資訊蒐集彙整而成，供民眾查閱使用,類型;競賽名稱;主辦單位;舉辦時程;有無國際新創團隊參與;對象及辦理方式;獎勵方式,國家發展委員會
因應我國人口結構變遷具體作法​,39489,因應我國人口少子高齡化，衍生人口、人力及人才問題，統整相關部會具體因應策略，落實推動並滾動調整。,資料名稱;資料說明;資料下載網址;檔案格式,國家發展委員會
人口推估報告,39490,我國每2年依據最新戶籍統計資訊進行未來長期人口推估之相關人口推估報告、簡報等相關資料。,資料名稱;資料說明;資料下載網址;檔案格式,國家發展委員會
育齡婦女生育率推估,39491,提供高、中、低推估情境下，未來50年左右之婦女總生育率推估，及15-49歲育齡婦女5年齡組生育率推估,推估情境;西元年;民國年;總生育率(人);15-19歲婦女生育率(‰);20-24歲婦女生育率(‰);25-29歲婦女生育率(‰);30-34歲婦女生育率(‰);35-39歲婦女生育率(‰);40-44歲婦女生育率(‰);45-49歲婦女生育率(‰),國家發展委員會
死亡機率推估,39492,提供未來50年左右之男、女性單一年齡層死亡機率推估,西元年;民國年;性別;0歲;1歲;2歲;3歲;4歲;5歲;6歲;7歲;8歲;9歲;10歲;11歲;12歲;13歲;14歲;15歲;16歲;17歲;18歲;19歲;20歲;21歲;22歲;23歲;24歲;25歲;26歲;27歲;28歲;29歲;30歲;31歲;32歲;33歲;34歲;35歲;36歲;37歲;38歲;39歲;40歲;41歲;42歲;43歲;44歲;45歲;46歲;47歲;48歲;49歲;50歲;51歲;52歲;53歲;54歲;55歲;56歲;57歲;58歲;59歲;60歲;61歲;62歲;63歲;64歲;65歲;66歲;67歲;68歲;69歲;70歲;71歲;72歲;73歲;74歲;75歲;76歲;77歲;78歲;79歲;80歲;81歲;82歲;83歲;84歲;85歲;86歲;87歲;88歲;89歲;90歲;91歲;92歲;93歲;94歲;95歲;96歲;97歲;98歲;99歲;100歲及以上,國家發展委員會
預期壽命推估,39493,提供我國男、女性各年齡別預期壽命推估,西元年;民國年;性別;0歲;1歲;2歲;3歲;4歲;5歲;6歲;7歲;8歲;9歲;10歲;11歲;12歲;13歲;14歲;15歲;16歲;17歲;18歲;19歲;20歲;21歲;22歲;23歲;24歲;25歲;26歲;27歲;28歲;29歲;30歲;31歲;32歲;33歲;34歲;35歲;36歲;37歲;38歲;39歲;40歲;41歲;42歲;43歲;44歲;45歲;46歲;47歲;48歲;49歲;50歲;51歲;52歲;53歲;54歲;55歲;56歲;57歲;58歲;59歲;60歲;61歲;62歲;63歲;64歲;65歲;66歲;67歲;68歲;69歲;70歲;71歲;72歲;73歲;74歲;75歲;76歲;77歲;78歲;79歲;80歲;81歲;82歲;83歲;84歲;85歲;86歲;87歲;88歲;89歲;90歲;91歲;92歲;93歲;94歲;95歲;96歲;97歲;98歲;99歲;100歲及以上,國家發展委員會
主要國家總生育率,39494,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等國總生育率之歷史值與未來推估值,國別;年別;類別;總生育率(人);資料說明;資料來源,國家發展委員會
主要國家零歲平均餘命,39495,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等國，男性及女性零歲平均餘命之歷史值與未來推估值,國別;年別;類別;男性零歲平均餘命(歲);女性零歲平均餘命(歲);資料說明;資料來源,國家發展委員會
主要國家工作年齡人口占總人口比率,39496,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等國，15-64歲工作年齡人口占總人口比率之歷史值與未來推估值,國別;年別;類別;15-64歲人口占總人口比率(%);資料說明;資料來源,國家發展委員會
主要國家老年人口占總人口比率,39497,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等國，65歲以上老年人口占總人口比率之歷史值與未來推估值,國別;年別;類別;65歲以上人口占總人口比率(%);資料說明;資料來源,國家發展委員會
主要國家年齡中位數,39498,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等14國年齡中位數之歷史值與未來推估值,國別;年別;類別;年齡中位數(歲);資料說明;資料來源,國家發展委員會
主要國家老化指數,39499,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等國老化指數之歷史值與未來推估值,國別;年別;類別;老化指數;資料說明;資料來源,國家發展委員會
主要國家扶養比,39500,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等國扶養比(含總扶養比、扶幼比及扶老比)之歷史值與未來推估值,國別;年別;類別;扶養比;扶幼比;扶老比;資料說明;資料來源,國家發展委員會
主要國家三階段年齡人口數,39501,提供台灣、日本、韓國、美國、英國、德國、法國、挪威、瑞典、荷蘭、瑞士、奧地利、義大利及西班牙等國，三階段(0-14歲、15-64歲、65歲以上)年齡人口數之歷史值與未來推估值,國別;年別;類別;0-14歲人口數(人);15-64歲人口數(人);65歲以上人口數(人);資料說明;資料來源,國家發展委員會
行政院院長院會提示事項辦理情形,39502,為提供民眾便於查閱及方便表達意見之管道，國家發展委員會於官網提供相關文字資料，提供民眾檢視行政院所屬各機關辦理情形，落實公開課責。,發布日期;標題;統計截止日期;檔案連結;繼續追蹤案數;解除追蹤案數;自行追蹤案數;併案追蹤案數;當次案件總數,國家發展委員會
行政院院長巡視指示事項辦理情形,39503,為提供民眾便於查閱及方便表達意見之管道，國家發展委員會於官網提供相關文字資料，提供民眾檢視行政院所屬各機關辦理情形，落實公開課責。,發布日期;標題;統計截止日期;檔案連結;繼續追蹤案數;解除追蹤案數;自行追蹤案數;併案追蹤案數;當次案件總數,國家發展委員會
中華臺北經商便利行動計畫之規劃與說明,39504,為配合APEC經商便利行動計畫，國家發展委員會擬訂中華臺北經商便利行動計畫之規劃與說明，以供APEC各會員體參考。,資料名稱;檔案格式;檔案連結,國家發展委員會
國家發展委員會主管法規命令,39505,提供國發會主管法規命令之最新資訊,法規類別;法規體系;公發布日;異動日期;異動字號;異動性質;生效狀態;生效日期;法規名稱;主旨;前言;法規沿革;依據;公告事項;說明;辦法;締約他方官方文字或其他文字版本;法規內容,國家發展委員會
國家發展委員會主管行政規則,39506,提供國發會主管行政規則之最新資訊,法規類別;法規體系;公發布日;異動日期;異動字號;異動性質;生效狀態;生效日期;法規名稱;主旨;前言;法規沿革;依據;公告事項;說明;辦法;締約他方官方文字或其他文字版本;法規內容,國家發展委員會
國家發展委員會職員學歷統計報表,39507,本會職員之學歷統計數據。,學歷別;合計;研究院(所);大學;專科;高中(職)<br>(含師範);國(初)中以下及其他;備註,國家發展委員會
國家發展委員會職員官等性別統計報表,39508,本會職員之官等性別統計數據。,官等性別;合計;男合計;女合計;主管合計;主管男;主管女;非主管合計;非主管男;非主管女;備註,國家發展委員會
國家發展委員會職員考試統計報表,39509,本會職員之考試統計數據。,考試別;總人數;高<br>考;普<br>考;特<br>考;其他考試;依其他法令進用人數;備註,國家發展委員會
國家發展委員會職員年齡統計報表,39510,本會職員之年齡統計數據。,年齡別;合計;29以下;30-39;40-49;50-59;60-65;66以上;平均年齡;備註,國家發展委員會
國家發展委員會職員年資統計報表,39511,本會職員之年資統計數據。,年資別;合計;5年以下;6-9;10-14;15-19;20-24;25-29;30年以上;備註,國家發展委員會
中央政府機關辦公廳舍建置審核原則,43361,為控管中央政府機關辦公廳舍建置案，以「整建優先」及「新建嚴審」為兩大核心理念，並依據行政院所屬各機關中長程個案計畫編審要點辦理，訂定中央政府機關辦公廳舍建置審核原則。,名稱;發行機關;發行日期;檔案格式;檔案連結,國家發展委員會
行政院重要社會發展計畫先期作業審議結果一覽表,43362,為配合政府資料開放政策，提供行政院重要社會發展計畫先期作業審議結果，以達施政便民及公開透明之目的。,序號;送審部會;計畫名稱;審議結果,國家發展委員會
促進偏鄉地區發展相關計畫（措施）一覽表,43363,為配合政府資料開放政策，提供促進偏鄉地區發展相關計畫，以達施政便民及公開透明之目的。,面向;部會;計畫名稱/措施名稱;期程;主要工作項目,國家發展委員會
地方政府營造國際生活環境推動作業手冊,43364,為協助地方政府營造國際友善環境，本會編製標準作業流程計6項手冊，提供縣市政府評估及整備國際生活環境基礎事項之具體作法與指引。,資料名稱;資料說明;檔案格式;下載網址,國家發展委員會
公共行政（外語）替代役實施計畫,43365,推動營造國際生活環境系列計畫內容，爰提供公共行政（外語）替代役實施計畫，俾使各級政府相關業務人員及一般有興趣之民眾查閱。,資料名稱;年度;檔案格式;下載網址,國家發展委員會
行政機關民意調查研習會,43367,為增進各行政機關同仁對民意調查業務之瞭解，國家發展委員會舉辦「行政機關民意調查研習會」，透過研習會的舉辦，培養同仁在民調業務的知能與專業性。,會議名稱;時間;地點;參加人員;會議摘述;全文網址,國家發展委員會
The Asian Silicon Valley Development Plan Introduction,43368,介紹亞洲‧矽谷推動方案，包含簡介、願景、四大推動策略等內容,Titles;Contents,國家發展委員會
中長期資金運用作業須知,43369,說明中長期資金運用制度內容與申請流程等,辦理依據;投資範圍;資金來源;申請程序;管考;作業時限;檔案格式;全文下載連結,國家發展委員會
亞洲矽谷推動方案,43370,說明方案願景及做法策略等內容,大綱;內容,國家發展委員會
前瞻科技介紹,43371,介紹新創事業發展、新創團隊募資情形,標題;內容,國家發展委員會
國內主要行業生產毛額(名目金額),43372,國內各行業生產毛額(名目GDP)統計資訊,年別<br>(單位:新台幣百萬元);GDP;農、林、漁、牧業　;工業(1)~(5);礦業及土石採取業(1);製造業(2)　;電力及燃氣供應業(3);用水供應及污染整治業(4)　;營建工程業(5)　;服務業(6)~(20);批發及零售業(6)　;運輸及倉儲業(7)　;住宿及餐飲業(8)　;出版、影音製作、傳播及資通訊服務業(9)　;金融及保險業(10)　;不動產及住宅服務業(11);專業、科學及技術服務業(12);支援服務業(13)　;公共行政及國防；強制性社會安全(14);教育業(15)　;醫療保健及社會工作服務業(16);藝術、娛樂及休閒服務業(17);其他服務業(18);進口稅(19);加值型營業稅(20);資料來源,國家發展委員會
國內主要行業生產毛額(按名目金額計算分配比),43373,國內各行業產業生產毛額分配比統計資訊,年別<br>(單位:%);GDP;農、林、漁、牧業　;工業(1)~(5);礦業及土石採取業(1);製造業(2)　;電力及燃氣供應業(3);用水供應及污染整治業(4)　;營造業(5)　;服務業(6)~(20);批發及零售業(6)　;運輸及倉儲業(7)　;住宿及餐飲業(8)　;資訊及通訊傳播業(9)　;金融及保險業(10)　;不動產及住宅服務業(11);專業、科學及技術服務業(12);支援服務業(13)　;公共行政及國防；強制性社會安全(14);教育服務業(15)　;醫療保健及社會工作服務業(16);藝術、娛樂及休閒服務業(17);其他服務業(18);進口稅(19);加值型營業稅(20);資料來源,國家發展委員會
完善我國留才環境方案,43374,為了解及解決外籍人士來(留)臺遭遇困難，國家發展委員會於105年10月陳報行政院核定實施「完善我國留才環境方案」，資料內容包含緣起、目標、具體措施、部會分工、預期效益、辦理期程與管考、附錄。,資料名稱;資料說明;資料下載網址;檔案格式,國家發展委員會
行政院所屬各機關個案計畫分布區域情形,43379,為提供民眾便於查閱以區域呈現政府計畫分布之相關資訊,PlanYear;PlanName;ExecutionPlace;YearBudget,國家發展委員會
年度個案計畫概況,43380,為利民眾瞭解政府計畫概況，分年度提供各年度政府計畫項數等相關資訊,PlanYear;OrgName;YearBudget;PlanCount;YuanYearBudget;YuanPlanCount;SupportLocalBudget;SupportLocalPlanCount,國家發展委員會
行政院所屬各機關近五年個案計畫預算執行情形,43381,為利民眾瞭解政府計畫執行概況，提供行政院所屬各機關近五年整體個案計畫預算執行情形之資訊。,PlanYear;YearBudget;YearActualUsed;ExecuteRate,國家發展委員會
行政院所屬各機關個案計畫可支用預算數,43382,為利民眾瞭解行政院所屬各機關計畫預算分配情形，以機關別分年呈現年度個案計畫之預算編列資訊。,PlanYear;OrgName;YearBudget,國家發展委員會
行政院所屬各機關前10大年度預算數個案計畫,43383,為利民眾瞭解行政院所屬各機關之計畫預算編列情形，提供各機關年度個案計畫預算數最多之10項計畫。,PlanYear;OrgName;PlanName;YearBudget,國家發展委員會
行政院所屬各機關補助地方前5大年度預算數個案計畫,43384,為利民眾瞭解行政院所屬各機關對地方政府之補助情形，提供各機關年度個案計畫中補助地方之預算數最多之5項計畫。,PlanYear;OrgName;PlanName;YearBudget,國家發展委員會
