資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
司法統計年報-地方法院行政訴訟事件辦理概況－按機關別分,44604,司法統計年報,,司法院
司法統計年報-司法院法官學院員工實有人數－按年別分,44605,司法統計年報,,司法院
司法統計年報-司法院法官學院開班班次及人次統計表－按主管廳分,44606,司法統計年報,,司法院
105年度臺灣南投地方法院單位決算,44608,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,105年度臺灣南投地方法院單位決算,臺灣南投地方法院
高雄高等行政法院105年度單位決算,44631,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,高雄高等行政法院105年度單位決算,高雄高等行政法院
最高法院105年度單位決算,44671,最高法院105年度單位決算,最高法院105年度單位決算,最高法院
臺灣嘉義地方法院105年度單位決算,44757,臺灣嘉義地方法院105年度單位決算,臺灣嘉義地方法院105年度單位決算,臺灣嘉義地方法院
司法院各級法院裁判書104年1月,44760,裁判年月為104年1月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年2月,44761,裁判年月為104年2月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年3月,44762,裁判年月為104年3月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年4月,44763,裁判年月為104年4月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年5月,44764,裁判年月為104年5月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年6月,44765,裁判年月為104年6月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年7月,44766,裁判年月為104年7月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年8月,44767,裁判年月為104年8月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年9月,44768,裁判年月為104年9月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年10月,44769,裁判年月為104年10月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年11月,44770,裁判年月為104年11月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書104年12月,44771,裁判年月為104年12月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
臺灣高等法院花蓮分院106年度3月份會計月報,44776,會計月報9表：歲入累計表、經費累計表、收入支出彙計表、平衡表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表。,臺灣高等法院花蓮分院106年度3月份會計月報,臺灣高等法院花蓮分院
臺灣臺東地方法院106年度3月份會計報告 (XML檔),44782,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入累計表等15表,臺灣臺東地方法院
司法院各級法院裁判書106年1月,44809,裁判年月為106年1月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
臺灣高雄地方法院106年度3月份會計月報,44820,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣高雄地方法院106年度3月份會計月報,臺灣高雄地方法院
福建高等法院金門分院106年度會計月報,44821,福建高等法院金門分院106年度會計月報,福建高等法院金門分院歲入類;經費類會計報表,福建高等法院金門分院
臺灣宜蘭地方法院105年度單位決算,44822,臺灣宜蘭地方法院105年度單位決算,臺灣宜蘭地方法院105年度單位決算,臺灣宜蘭地方法院
臺灣桃園地方法院106年3月份會計報告,44836,臺灣桃園地方法院106年3月份會計報告,,臺灣桃園地方法院
106年3月會計月報,44838,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,106年3月會計月報,臺灣橋頭地方法院
臺中高等行政法院105年度單位決算,44840,臺中高等行政法院105年度單位決算,臺中高等行政法院105年度單位決算,臺中高等行政法院
臺灣新竹地方法院106年3月會計月報,44841,歲入累計表、經費累計表、以前年度歲入轉入數累計表、以前年度歲出轉入數累計表、平衡表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,,臺灣新竹地方法院
臺灣宜蘭地方法院106年度3月份會計月報,44845,會計月報10張：平衡表、歲入累計表、經費累計表、以前年度歲入轉入數累計表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表。,平衡表;歲入累計表;經費累計表;以前年度歲入轉入數累計表;資本資產表;資本資產變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表,臺灣宜蘭地方法院
臺灣苗栗地方法院106年3月份會計報告,44846,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣苗栗地方法院106年3月份會計報告,臺灣苗栗地方法院
臺灣雲林地方法院106年3月份會計月報,44847,臺灣雲林地方法院106年3月份會計月報,臺灣雲林地方法院106年3月份會計月報,臺灣雲林地方法院
公告臺灣花蓮地方法院106年3月份會計月報(xml檔),44857,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入累計表等13表件,臺灣花蓮地方法院
106年3月臺灣臺南地方法院會計報告,44879,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,106年3月臺灣臺南地方法院會計報告,臺灣臺南地方法院
臺灣基隆地方法院106年度3月份會計月報,44881,106年3月會計月報：歲入累計表等10張,106年3月會計月報：歲入累計表等10張,臺灣基隆地方法院
臺灣雲林地方法院105年度單位決算,44941,臺灣雲林地方法院105年度單位決算,臺灣雲林地方法院105年度單位決算,臺灣雲林地方法院
106年度臺灣高等法院會計報告,44958,106年度臺灣高等法院會計報告,106年度臺灣高等法院會計報告,臺灣高等法院
臺灣高等法院臺南分院105年度單位決算,44964,臺灣高等法院臺南分院105年度單位決算,臺灣高等法院臺南分院105年度單位決算,臺灣高等法院臺南分院
司法院各級法院裁判書103年1月,44980,裁判年月為103年1月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年2月,44981,裁判年月為103年2月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年3月,44982,裁判年月為103年3月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年4月,44983,裁判年月為103年4月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年5月,44984,裁判年月為103年5月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年6月,44985,裁判年月為103年6月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年7月,44986,裁判年月為103年7月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年8月,44987,裁判年月為103年8月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年9月,44988,裁判年月為103年9月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年10月,44989,裁判年月為103年10月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年11月,44990,裁判年月為103年11月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書103年12月,44991,裁判年月為103年12月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
福建金門地方法院106年度3月份會計月報,45002,福建金門地方法院106年度03月份會計月報,福建金門地方法院106年度03月份會計月報,福建金門地方法院
臺灣桃園地方法院105年度單位決算,45043,臺灣桃園地方法院105年度單位決算,,臺灣桃園地方法院
臺灣高雄地方法院105年度單位決算,45044,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣高雄地方法院105年度單位決算,臺灣高雄地方法院
臺北高等行政法院105年度單位決算,45045,臺北高等行政法院105年度單位決算,臺北高等行政法院105年度單位決算,臺北高等行政法院
臺灣新竹地方法院１０５年度單位決算,45046,歲入來源別決算表、歲出政事別決算表、歲出機關別決算表、以前年度歲入來源別轉入數決算表、以前年度歲出政事別轉入數決算表、以前年度歲出機關別轉入數決算表、平衡表、資本資產表,,臺灣新竹地方法院
福建高等法院金門分院105年度單位決算,45047,福建高等法院金門分院105年度單位決算,歲入來源別決算表;歲出機關別決算表等主要表及各項附屬表,福建高等法院金門分院
臺灣臺北地方法院105年單位決算,45048,臺灣臺北地方法院105年單位決算,臺灣臺北地方法院105年單位決算,臺灣臺北地方法院
臺灣高等法院臺中分院105年度單位決算,45050,臺灣高等法院臺中分院105年度單位決算,臺灣高等法院臺中分院105年度單位決算,臺灣高等法院臺中分院
臺灣苗栗地方法院105年i度單位決算,45051,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣苗栗地方法院105度年單位決算,臺灣苗栗地方法院
臺灣基隆地方法院105年度單位決算(XML),45064,臺灣基隆地方法院105年度單位決算(XML)：歲入來源別決算表等13張報表,臺灣基隆地方法院105年度單位決算：歲入來源別決算表等13張報表,臺灣基隆地方法院
臺灣橋頭地方法院105年度單位決算,45065,臺灣橋頭地方法院105年度單位決算,臺灣橋頭地方法院105年度單位決算,臺灣橋頭地方法院
臺灣屏東地方法院105年度單位決算,45067,臺灣屏東地方法院105年度單位決算,臺灣屏東地方法院105年度單位決算,臺灣屏東地方法院
105年度臺灣臺南地方法院單位決算,45082,105年度臺灣臺南地方法院單位決算,,臺灣臺南地方法院
公告臺灣花蓮地方法院105年度單位決算(XML檔),45083,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入來源別決算表等13表件,臺灣花蓮地方法院
臺灣高等法院高雄分院105年度單位決算,45084,臺灣高等法院高雄分院105年度單位決算,臺灣高等法院高雄分院105年度單位決算,臺灣高等法院高雄分院
法官學院105年度單位決算,45090,法官學院105年度單位決算,法官學院105年度單位決算,法官學院
福建金門地方法院105年度單位決算,45091,福建金門地方法院105年度單位決算,福建金門地方法院105年度單位決算,福建金門地方法院
法拍屋不動產待拍公告資料集,45093,法拍屋不動產待拍公告資料，包含標的位置、面積、總價等資訊。(資料更正部分放置於下一週上傳之資料集內) 註:本資料集自106年8月2日起併入「法拍屋動產及不動產待拍資料集」，故本資料集不再更新。,CRMYY:年度;CRMID:字別;CRMNO:流水號;BATCHNO:標別;ORDNO:財產編號;DPT:股別;SALEDATE:拍賣日期;SALENO:拍別;HSIMUN:縣市;CTMD:鄉鎮市區;BUDADD:房屋地址;BTOTAL:樓層面積;RANGE:房屋權利範圍;BUDSTY:建築式樣主要建築材料及房屋層數;MINPRICE:拍賣底價;SUMMINPRC:總拍賣底價;CHECKYN:點交情形;EMPTYYN:空屋與否;STOPYN:停拍與否;COMM_YN:是否採通訊投標;REGISTENO:土地坐落;AREA: 土地面積,司法院
法拍屋不動產拍定公告資料集,45094,法拍屋不動產拍定公告資料集，包含標的位置、面積、總價等資訊。(資料更正部分放置於下個月上傳之資料集內) 註:本資料集自106年8月2日起併入「法拍屋動產及不動產拍定資料集」，故本資料集不再更新。,CRTID:法院代碼;CRMYY:年度;CRMID:字別;CRMNO:流水號;BATCHNO:標別;ORDNO:財產編號;DPT:股別;SALEDATE:拍賣日期;HSIMUN:縣市;CTMD:鄉鎮市區;BUDADD:房屋地址;BTOTAL:樓層面積;RANGE:房屋權利範圍;BUDSTY:建築式樣主要建築材料及房屋層數;SALEAMT:拍定價格;SUMMINPRC:總拍賣底價;SUMPRICE:總拍定價格;COMM_YN:是否採通訊投標;REGISTENO:土地坐落;AREA:土地面積,司法院
臺灣臺中地方法院105年度決算,45109,臺灣臺中地方法院105年度決算,臺灣臺中地方法院105年度決算,臺灣臺中地方法院
105年度臺灣高等法院單位決算,45110,105年度臺灣高等法院單位決算,105年度臺灣高等法院單位決算,臺灣高等法院
臺灣高等法院花蓮分院105年度單位決算,45111,歲入來源別、歲出政事別、歲出機關別、平衡表、資本資產表、現金出納表、資本資產變動表、歲出用途別決算分析表、歲出用途別決算累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入彙計表,臺灣高等法院花蓮分院105年度單位決算,臺灣高等法院花蓮分院
臺灣彰化地方法院105年度單位決算,45116,公共資訊: 係指105年度單位決算歲入來源別.歲出政事別等各項報表,臺灣彰化地方法院105年度單位決算,臺灣彰化地方法院
105年度決算書-XML＿,45118,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入來源別等13表,臺灣臺東地方法院
105年度決算書-PDF,45122,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,105年度決算書-PDF檔,臺灣臺東地方法院
臺灣高雄少年及家事法院105年度單位決算,45123,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣高雄少年及家事法院105年度單位決算,臺灣高雄少年及家事法院
司法院105年度單位決算,45124,司法院105年度單位決算,司法院105年度單位決算,司法院
105年度臺灣新北地方法院單位決算,45189,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入來源別決算表,臺灣新北地方法院
臺灣高雄地方法院106年度4月份會計月報,45257,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣高雄地方法院106年度4月份會計月報,臺灣高雄地方法院
臺灣高等法院花蓮分院106年度4月份會計月報,45311,會計月報9表：歲入累計表、經費累計表、收入支出彙計表、平衡表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表。,臺灣高等法院花蓮分院106年度4月份會計月報,臺灣高等法院花蓮分院
臺灣苗栗地方法院106年4月份會計報告,45352,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣苗栗地方法院106年4月份會計報告,臺灣苗栗地方法院
司法院各級法院裁判書102年1月,45376,裁判年月為102年1月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年2月,45377,裁判年月為102年2月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年3月,45378,裁判年月為102年3月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年4月,45379,裁判年月為102年4月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年5月,45380,裁判年月為102年5月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年6月,45381,裁判年月為102年6月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年7月,45382,裁判年月為102年7月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年8月,45383,裁判年月為102年8月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年9月,45384,裁判年月為102年9月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年10月,45385,裁判年月為102年10月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年11月,45386,裁判年月為102年11月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書102年12月,45387,裁判年月為102年12月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書106年2月,45388,裁判年月為106年2月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
臺灣宜蘭地方法院106年度4月份會計月報,45410,會計月報10張：平衡表、歲入累計表、經費累計表、以前年度歲入轉入數累計表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表。,平衡表;歲入累計表;經費累計表;以前年度歲入轉入數累計表;資本資產表;資本資產變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表,臺灣宜蘭地方法院
臺灣基隆地方法院106年度4月份會計月報,45415,106年4月會計月報：歲入累計表等10張,106年4月會計月報：歲入累計表等10張,臺灣基隆地方法院
臺灣雲林地方法院106年4月份會計月報,45431,臺灣雲林地方法院106年4月份會計月報,臺灣雲林地方法院106年4月份會計月報,臺灣雲林地方法院
臺灣桃園地方法院106年4月份會計報告,45432,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,,臺灣桃園地方法院
臺灣臺東地方法院106年度4月份會計報告-XML,45449,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入累計表等15表,臺灣臺東地方法院
106年4月臺灣臺南地方法院會計報告,45450,106年4月臺灣臺南地方法院會計報告,106年4月臺灣臺南地方法院會計報告,臺灣臺南地方法院
臺灣新竹地方法院106年4月份會計月報,45451,歲入累計表、經費累計表、以前年度歲入轉入數累計表、以前年度歲出轉入數累計表、平衡表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,,臺灣新竹地方法院
福建金門地方法院106年度04月份會計月報,45452,福建金門地方法院106年度04月份會計月報,福建金門地方法院106年度04月份會計月報,福建金門地方法院
司法院各級法院裁判書-應刪除裁判書資訊,45475,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,刪除日期;裁判日期年月;法院名稱;裁判ID;法院代號;年度;字別;案號;裁判日期;檢查單號,司法院
106年4月會計月報,45485,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,106年4月會計月報,臺灣橋頭地方法院
公告臺灣花蓮地方法院106年4月份會計月報(XML檔),45496,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入累計表等13表建,臺灣花蓮地方法院
司法院各級法院裁判書106年3月,45628,裁判年月為106年3月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同(務必配合『司法院各級法院裁判書-應刪除裁判書資訊』資料集使用),裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
臺灣高雄地方法院106年度5月份會計月報,45923,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣高雄地方法院106年度5月份會計月報,臺灣高雄地方法院
司法院各級法院裁判書99年12月,45947,裁判年月為99年12月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
