資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
臺灣彰化地方法院108年度會計報告,18330,臺灣彰化地方法院會計報告(自104年1月起提供開放),會計年度;月份;款;項;目;節;預算年度;預算科目編號;預算科目名稱;細目編號;細目名稱;原預算數;追加減數;截至本月止累計分配數_1;本月實現數;截至本月止累計實現數_2;應收收入數_3;分配數預算餘額_4;分支計畫編號;分支計畫名稱;用途別編號;用途別名稱;第一預備金;第二預備金;經費流用數;預算調整數;應付數;已分配尚未執行數;備註_預暫付數;以前年度轉入數;應收數;保留數;減免;截至本月止累計實現數;調整數;尚未執行數;基金別;會計分類;使用機關別;科目分類;會計科目編號;會計科目名稱;金額;科目名稱;取得成本;以前年度累計折舊_長期投資評價;本年度資本資產成本變動_增加數;本年度資本資產成本變動_減少數;本年度累計折舊_長期投資評價變動數;期末帳面金額;備註;業務計畫或工作計畫;經資門;執行數;項目;收入實現數;減項_收入待納庫數;加項_以前年度待納庫繳庫數;加項_以前年度撥款於本年度繳還數_材料;加項_以前年度撥款於本年度繳還數_存出保證金;加項_以前年度撥款於本年度繳還數_其他應收款;加項_預收款;加項_剔除經費;繳付公庫數;一級用途別編號;一級用途別名稱;支出實現數;加項_預付款;加項_材料;加項_存出保證金;加項_零用金;加項_退還收入預收款;加項_其他應收款;減項_以前年度撥款於本年度實現數;公庫撥入數;公庫分配數餘額;金額_本月數;金額_累計數,臺灣彰化地方法院
臺灣雲林地方法院103年度單位決算,18337,臺灣雲林地方法院103年度單位決算,臺灣雲林地方法院103年度單位決算,臺灣雲林地方法院
臺灣雲林地方法院104年1-6月份會計報告,18341,臺灣雲林地方法院104年1-6月會計報告,臺灣雲林地方法院104年1-6月會計報告,臺灣雲林地方法院
臺灣高等法院花蓮分院104年度1-6月份會計月報,18368,會計月報8張：經費類平衡表、經費類現金出納表、經費累計表、以前年度歲出保留數餘額表、歲入類平衡表、歲入類現金出納表、歲入累計表、以前年度歲入保留數餘額表。,臺灣高等法院花蓮分院公告本院104年度1-6月份會計月報檔,臺灣高等法院花蓮分院
臺灣新竹地方法院103年度單位決算書,18391,歲入來源別決算表、歲出政事別決算表、歲出機關別決算表、以前年度歲入來源別轉入數決算表、以前年度歲出政事別轉入數決算表、以前年度歲出機關別轉入數決算表、歲入類平衡表、經費類平衡表。,,臺灣新竹地方法院
臺灣新竹地方法院104年1-6月份會計月報,18394,經費類平衡表、經費類現金出納表、經費累計表、以前年度歲出保留數餘額表、歲入平衡表、歲入類現金出納表、歲入累計表、以前年度歲入保留數餘額表,,臺灣新竹地方法院
臺灣臺北地方法院103年度決算書,18397,臺灣臺北地方法院103年度決算書,臺灣臺北地方法院103年度單位決算，包括歲入來源別決算表;歲出政事別決算表;歲出機關別決算表;以前年度歲入來源別轉入數決算表;以前年度歲出政事別轉入數決算表;以前年度歲出機關別轉入數決算表;歲入類平衡表及經費類平衡表等,臺灣臺北地方法院
臺灣臺北地方法院104年度會計月報,18398,臺灣臺北地方法院104年度會計月報,臺灣臺北地方法院104年年度會計月報，包括歲入累計表;經費累計表;以前年度歲入保留數餘額表;以前年度歲出保留數餘額表;經費類平衡表及經費類現金出納表等,臺灣臺北地方法院
司法院103年度單位決算,18449,司法院103年度單位決算,司法院103年度單位決算,司法院
最高法院104年會計報告,18551,最高法院會計報告,最高法院會計報告,最高法院
最高法院103年度單位決算,18555,最高法院103年度單位決算,最高法院103年度單位決算,最高法院
臺灣高等法院臺南分院103年度決算書,18564,臺灣高等法院臺南分院103年度決算書,臺灣高等法院臺南分院103年度決算書,臺灣高等法院臺南分院
高雄高等行政法院104年7月會計報告,18635,高雄高等行政法院104年7月會計報告,高雄高等行政法院歲入類;經費類會計報表,高雄高等行政法院
臺灣臺東地方法院104年度7月份會計報告(XML),18647,經費類累計表等8表,經費類累計表等8表,臺灣臺東地方法院
臺灣宜蘭地方法院104年7月份會計報告(XML)檔,18679,104年7月份會計報告(XML)檔,104年7月份會計報告檔,臺灣宜蘭地方法院
臺灣高等法院臺南分院104年01月份月會計報表,18688,臺灣高等法院臺南分院104年01月份月報表,臺灣高等法院臺南分院104年01-06月份月報表,臺灣高等法院臺南分院
