資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
加工處投增撤資環保事項審查作業程序,110387,提供區內事業瞭解，針對投增撤資各階段，所需辦理環保相關許可文件，以利事業申辦。,日期;園區事業應遵守之相關環保規定,經濟部加工出口區管理處
楠梓園區再生水模型廠操作資料,110388,提供年度操作成果予有意發展再生水資源之單位參考，以達模廠作為再生水資源教育平臺之目的。,日期;目錄名稱;頁次,經濟部加工出口區管理處
楠梓加工出口區污水下水道使用管理規章,110389,目的及方式：依據下水道法第十九條第一項規定，使用、管理及維護楠梓園區下水道排水區域內之下水及廠商。,日期;名稱;法條數,經濟部加工出口區管理處
加工出口區臺中園區內部保有及管理之個人資料項目彙整,110390,1.提供臺中分處執行業務時遵守相關個資法令之參考。 2.收集此資料之目的：依據個資法、個資法施行細則、經濟部個人資料保護管理作業要點等規定，就其業務需求與屬性，據以針對所保有之個人資料，進行個人資料檔案安全維護，同時加強個人資料安全稽核作業，以符合個資法之相關規定。 3.收集此資料之方式：邀集各單位研提。,個人資料檔案名稱;市話;法律依據;個人資料類別;個人資料範圍,經濟部加工出口區管理處
台灣糖業公司_可供出租不動產資料,110971,台糖公司各單位釋出可供出租(售)資產(設備)等資料,sn;類別;招標單位;檔案連結,台灣糖業股份有限公司
台灣糖業公司_常見問答資料,110972,提供外界對台糖公司有關投資人、旅遊資訊、會員、業務資訊等常見問題答覆列表,sn;主類別;次類別;標題;問題內容;答案內容,台灣糖業股份有限公司
台灣糖業公司_活動預約,110973,提供預約搭乘五分車、烤肉、環境教育、環教校園推廣、生態夜觀等活動預約條件及注意事項,sn;預約項目;預約類別;使用規範;開放預約月數;每週可預約日;特定可預約日;特定不可預約日;預約時間;準備日數;計費方式連結網址,台灣糖業股份有限公司
台灣糖業公司_台糖問卷,110974,台糖製作線上問卷供民眾參與回答之問卷調查結果資料,sn;問卷來源;問卷名稱;上版日期;下版日期;表頭文字;備註;作答內容;作答內容備註;題號;標題;問題類型;每行答案數;選項順序;選項內容;選項圖片;是否跳題;是否輸入文字,台灣糖業股份有限公司
台灣糖業公司_外部影音資料,110975,提供台糖官網各類連結外部影音資料路徑與描述,sn;類別;標題;內容;發行單位;圖檔名稱;YouTube路徑;影音描述,台灣糖業股份有限公司
台灣糖業公司_影音及出版品資料,110976,提供台糖官網內部各類連結影音及出版品資料連結路徑與描述,sn;類別;標題;內容;發行單位;圖檔名稱;本機影音路徑;影音描述,台灣糖業股份有限公司
台灣糖業公司_熱門連結資料,110977,提供台糖官網各類推薦網站、社群粉絲團及線上購物訂房等連結資訊,sn;連結名稱;連結網址;連結簡稱;型態;圖檔路徑,台灣糖業股份有限公司
機械產品潛力出口市場篩選,111078,為協助廠商篩選「機械產品」銷售市場及規劃多元化海外拓銷策略，本資料以財政部關務署統計資料為基礎，計算機械產品之出口額、市占率、出口成長率及近3年複合成長率，以觀察並探勘具出口之潛力市場。,資料基準年度;市場;臺灣對該市場出口額USD萬元;臺灣對該市場出口成長率%;近三年臺灣對該市場出口複合成長率%;臺灣對該市場出口占比%,經濟部國際貿易局
基本金屬及其製品潛力出口市場篩選,111081,為協助廠商篩選「基本金屬及其製品」適銷市場及規劃多元化海外拓銷策略，本資料以財政部關務署統計資料為基礎，計算基本金屬及其製品之出口額、市占率、出口成長率及近3年複合成長率，以觀察並探勘具出口之潛力市場。,資料基準年度;市場;臺灣對該市場出口額USD萬元;臺灣對該市場出口成長率%;近三年臺灣對該市場出口複合成長率%;臺灣對該市場出口占比%,經濟部國際貿易局
新南向市場創新行銷開發計畫資訊網-東協市場消費品法規認證資料,111083,為了解新南向市場消費者行為，並協助臺灣廠商開拓外銷，貿易局委託商研院執行「新南向市場創新行銷開發計畫」，蒐整東協消費市場法規認證資料，並將資料依照美妝保養、食品飲料、保健食品等商品類別進行分類，包括國家、產品類別、認證單位、簡介及申請流程、認證連結(optional)等欄位資料，以供相關單位及民眾檢視東協消費市場之法規認證資料。,國家;產品類別;認證單位;簡介及申請流程;認證連結,經濟部國際貿易局
產業用水最適化節水技術指引,111182,本指引將提供18類製造業相關節水技術及案例分析,年分;行業別2位碼;行業別;連結,經濟部工業局
新南向市場創新行銷開發計畫資訊網-東協消費者調查,111187,為了解新南向市場消費者行為，並協助臺灣廠商外銷，貿易局委託商研院執行「新南向市場創新行銷開發計畫」，進行東協市場消費者資料調查，並依照生活型態、購物偏好、國家形象等進行分類，建立市調資料集，包括國家(市場)、城市、年齡區間、性別、婚姻狀態、平均家庭月收入、社群媒體使用喜好、消費商機商品購買調查、產品選購因素、影響購買決策的重要資訊來源、各種商機產品最喜愛品牌、未來一年想去旅遊的國家等資料，可供相關單位及民眾檢視東協消費者之購物偏好。,國家;城市;市調對象;市調結果;商情導覽,經濟部國際貿易局
金屬創新應用競賽結果,111190,提供查詢金屬創新應用競賽得獎名單,得獎日期;名次;作品名稱;創作單位/創作人,經濟部工業局
台灣電力公司_基隆市再生能源可併網容量,111479,提供基隆市的饋線可併網容量、變壓器的TWD67 X、Y座標値及所屬饋線,FEEDER;CAPACITY;ROWNUM;X;Y,台灣電力股份有限公司
台灣電力公司_南投縣再生能源可併網容量,111480,提供南投縣的饋線可併網容量、變壓器的TWD67 X、Y座標値及所屬饋線,FEEDER;CAPACITY;ROWNUM;X;Y,台灣電力股份有限公司
台灣電力公司_宜蘭縣再生能源可併網容量,111481,提供宜蘭縣的饋線可併網容量、變壓器的TWD67 X、Y座標値及所屬饋線,FEEDER;CAPACITY;ROWNUM;X;Y,台灣電力股份有限公司
台灣電力公司_花蓮縣再生能源可併網容量,111483,提供花蓮縣的饋線可併網容量、變壓器的TWD67 X、Y座標値及所屬饋線,FEEDER;CAPACITY;ROWNUM;X;Y,台灣電力股份有限公司
台灣電力公司_台東縣再生能源可併網容量,111484,提供台東縣的饋線可併網容量、變壓器的TWD67 X、Y座標値及所屬饋線,FEEDER;CAPACITY;ROWNUM;X;Y,台灣電力股份有限公司
綠色產品驗證檢索資料,111592,由於環保議題逐漸成為國際關注焦點，各國政府及民間企業對於綠色材料、綠色製程或綠色產品等越來越加重視，從制定標準及規範，進而衍生出綠色相關驗證或環保標章。企業取得綠色相關驗證或環保標章，相對可獲得客戶及一般消費者在綠色環保上的認同與信任，因此建立綠色產品驗證檢索資料，以協助國內廠商獲得完整的國際驗證資訊，並作為有利的行銷輔助工具，俾利突破貿易障礙與拓展外銷。,驗證名稱;驗證簡介;適用產品;驗證申請流程;核可驗證單位或其網址;驗證取得主要效益;類型;適用地區,經濟部國際貿易局
經濟部統計處_批發業經營實況_建材批發業,111784,經濟部統計處_批發業經營實況_建材批發業,統計項目;項目;資料期;建材批發業;單位,經濟部
龜山島地質鑽探柱狀圖,112052,本資料係經濟部中央地質調查所於2004年於宜蘭縣龜山島龜甲北坡步道旁鑽取之岩芯柱狀(GSI-01A)圖，井深270公尺，目的為瞭解當地的地下地質狀況。由於該地區位處臺灣北部火山地區，藉由地質鑽探可瞭解地表至地下地質條件的變化，協助研判火山地質分布情形。,X(TW67);Y(TW67);高程(m);深度(m);岩性描述,經濟部中央地質調查所
竹子湖地質鑽探柱狀圖,112054,本資料係經濟部中央地質調查所於2005年於陽明山竹子湖鑽取之岩芯柱狀圖，井深200公尺，目的為瞭解當地的地下地質狀況。由於該地區位處大屯火山地區，藉由地質鑽探可瞭解地表至地下地質條件的變化，協助研判火山地質分布情形。,X(TW67);Y(TW67);高程(m);深度(m);岩性描述,經濟部中央地質調查所
擎天崗地質鑽探柱狀圖,112055,本資料係經濟部中央地質調查所於2006年於陽明山擎天崗遊客中心機車停車場旁鑽取之岩芯柱狀圖，井深497公尺，目的為瞭解當地的地下地質狀況。由於該地區位處大屯火山地區，藉由地質鑽探可瞭解地表至地下地質條件的變化，協助研判火山地質分布情形。,X(TW67);Y(TW67);高程(m);深度(m);岩性描述,經濟部中央地質調查所
107-GNSS測量總報告,112056,107-GNSS測量總報告,上傳日期;檔案;下載URL,經濟部中央地質調查所
107-精密水準測量總報告,112057,107-精密水準測量總報告,上傳日期;檔案;下載URL,經濟部中央地質調查所
107-活動斷層近地表構造特性調查總報告,112059,107-活動斷層近地表構造特性調查總報告,上傳日期;檔案;下載URL,經濟部中央地質調查所
F0018-獅潭斷層活動斷層地質敏感區劃定計畫書,112060,F0018-獅潭斷層活動斷層地質敏感區劃定計畫書,上傳日期;檔案;下載URL,經濟部中央地質調查所
F0019-屯子腳斷層活動斷層地質敏感區劃定計畫書,112061,F0019-屯子腳斷層活動斷層地質敏感區劃定計畫書,上傳日期;檔案;下載URL,經濟部中央地質調查所
台灣自來水公司各供水系統及其行政區範圍對照表,112081,提供本公司現有各供水系統及其行政區範圍對照資料。,區處別;供水系統代號;供水系統名稱;供水系統包含範圍(區、村、里),台灣自來水股份有限公司
台灣自來水公司財務採購規範預審統計表,112085,提供本公司有關辦理財務採購規範預審統計資料。,財務類別;預審次數,台灣自來水股份有限公司
台灣自來水公司無自來水地區供水改善計畫之自來水延管工程,112086,提供本公司辦理無自來水地區供水改善計畫之自來水延管工程。,執行區處;環境區域別;核定日期;經費來源;工程名稱;鄉鎮區;村里別;鄰別;工程內容;核定經費數（千元）;核定受益戶數;預定進度（％）;實際進度（％）,台灣自來水股份有限公司
台灣自來水公司辦理行政中立訓練統計表,112087,提供本公司辦理行政中立訓練相關資料。,層級別;隨班訓練;專題講演及講座,台灣自來水股份有限公司
台灣自來水公司近幾年總合災害指數,112088,提供本公司近幾年總合災害指數狀況資料。,年度別;傷害頻率;傷害嚴重率;總合災害數,台灣自來水股份有限公司
中小企業智權加值服務中心-智財專家團隊,112555,參與本計畫之智權顧問個人簡歷介紹。本計畫團隊特別邀請國內多位智財專家，擔任本計畫專家顧問團隊，依個別專長協助提供中小企業專業智財短期診斷、專利分析教育訓練及智權專案輔導服務,項次;顧問姓名;現職;經歷;電話;分機;電子郵件,經濟部中小企業處
中小企業智權加值服務中心-智權問答,112556,提供中小企業常見的智權問題Q&A題庫，協助企業快速解答智權疑問,項次;標題;內容;更新日期;,經濟部中小企業處
經濟部能源局_車用汽油供需平衡表,112649,1.資料內涵：我國近16年車用汽油供需數據統計表。 2.蒐集目的：作為我國車用汽油相關政策規劃與管理之依據。 3.蒐集方式：由國內油品公司之營運報表數據彙整計算而得。,日期(年度);單位;總供給;總供給_進口;總供給_產品間轉換(轉出);總供給_轉變產出;總需要;總需要_國內消費;總需要_國內消費_轉變投入;總需要_國內消費_轉變投入_石油煉製;總需要_國內消費_轉變投入_發電;總需要_國內消費_轉變投入_汽電共生;總需要_國內消費_能源部門自用;總需要_國內消費_最終消費;總需要_國內消費_最終消費_能源消費;總需要_國內消費_最終消費_能源消費_工業部門;總需要_國內消費_最終消費_能源消費_工業部門_礦業及土石採取業;總需要_國內消費_最終消費_能源消費_工業部門_食品飲料及菸草業;總需要_國內消費_最終消費_能源消費_工業部門_紡織業;總需要_國內消費_最終消費_能源消費_工業部門_木竹及家具業;總需要_國內消費_最終消費_能源消費_工業部門_紙漿、紙及紙製品業;總需要_國內消費_最終消費_能源消費_工業部門_化學材料製造業;總需要_國內消費_最終消費_能源消費_工業部門_化學製品製造業;總需要_國內消費_最終消費_能源消費_工業部門_橡膠製品製造業;總需要_國內消費_最終消費_能源消費_工業部門_塑膠製品製造業;總需要_國內消費_最終消費_能源消費_工業部門_非金屬礦物製品製造業;總需要_國內消費_最終消費_能源消費_工業部門_金屬基本工業;總需要_國內消費_最終消費_能源消費_工業部門_其他製造業;總需要_國內消費_最終消費_能源消費_運輸部門;總需要_國內消費_最終消費_能源消費_運輸部門_國內航空;總需要_國內消費_最終消費_能源消費_運輸部門_公路;總需要_國內消費_最終消費_能源消費_運輸部門_鐵路;總需要_國內消費_最終消費_能源消費_運輸部門_管線運輸;總需要_國內消費_最終消費_能源消費_運輸部門_水運;總需要_國內消費_最終消費_能源消費_運輸部門_其他;總需要_國內消費_最終消費_能源消費_農業部門;總需要_國內消費_最終消費_能源消費_服務業部門;總需要_國內消費_最終消費_能源消費_住宅部門;總需要_國內消費_最終消費_非能源消費;總需要_出口;總需要_國際海運;總需要_國際航空;存貨變動;損耗;統計差異,經濟部能源局
經濟部能源局_電力供需表,112650,1.資料內涵：我國當月電力供需數量、占比與成長率。 2.蒐集目的：作為我國電力相關政策規劃與管理之依據。 3.蒐集方式：由國內發電業與自用發電設備之發電、銷售與自用數據彙整計算而得。,日期(年/月);單位;總發電量;總發電量_發電業;總發電量_發電業_抽蓄水力;總發電量_發電業_火力;總發電量_發電業_火力_燃煤;總發電量_發電業_火力_燃油;總發電量_發電業_火力_燃氣;總發電量_發電業_核能;總發電量_發電業_再生能源;總發電量_發電業_再生能源_慣常水力;總發電量_發電業_再生能源_地熱;總發電量_發電業_再生能源_太陽光電;總發電量_發電業_再生能源_風力;總發電量_自用發電設備;總發電量_自用發電設備_火力;總發電量_自用發電設備_火力_燃煤;總發電量_自用發電設備_火力_燃油;總發電量_自用發電設備_火力_燃氣;總發電量_自用發電設備_再生能源;總發電量_自用發電設備_再生能源_地熱;總發電量_自用發電設備_再生能源_太陽光電;總發電量_自用發電設備_再生能源_風力;總發電量_自用發電設備_再生能源_生質能;總發電量_自用發電設備_再生能源_廢棄物;總需要量;總需要量_總消費量;總需要量_總消費量_能源部門自用;總需要量_總消費量_能源部門自用_抽水用電;總需要量_總消費量_工業部門;總需要量_總消費量_運輸部門;總需要量_總消費量_農業部門;總需要量_總消費量_服務業部門;總需要量_總消費量_住宅部門;總需要量_線路損失;總需要量_統計差異;台電系統平均負載(千瓩);台電系統尖峰負載(千瓩),經濟部能源局
經濟部能源局_石油業者名單,112651,石油煉製業、石油輸入業及石油輸出業名單,石油業者分類;公司名稱;公司所在地;聯絡電話,經濟部能源局
經濟部能源局_再生能源發展基金對民間團體及個人補捐助案件彙總表,112652,提供再生能源發展基金對補助民間團體及個人補(捐)助案件明細資料,補捐助事項;直轄市或縣市別;補捐助對象;核准日期;說明(補助目的或用途);本季補捐助金額;累計補捐助金額;資料資源;說明,經濟部能源局
經濟部能源局_能源局對民間團體及個人補(捐)助案件彙總表,112653,提供能源局對補助民間團體及個人補(捐)助案件明細資料,年度;季;補(捐)助事項;補(捐)助對象;直轄市或縣市別;核准日期;相關開支明細;本季補(捐)助金額(元),經濟部能源局
經濟部能源局_前瞻基礎建設計畫第1期特別預算對民間團體及個人補(捐)助案件彙總表,112654,提供前瞻基礎建設計畫第1期特別預算對補助民間團體及個人補(捐)助案件明細資料,年度;季;補(捐)助事項;補(捐)助對象;直轄市或縣市別;核准日期;相關開支明細;本季補(捐)助金額(元),經濟部能源局
經濟部貿易調查委員會_公告,112664,經濟部貿易調查委員會所發布之公告訊息,發布日期;公告標題;公告內容,經濟部貿易調查委員會
經濟部貿易調查委員會_我國貿易救濟案件動態,112666,經濟部貿易調查委員會辦理貿易救濟案件之動態訊息,發布日期;案件編號;案件名稱;案件標題;案件內容,經濟部貿易調查委員會
新創圓夢網-電子報,112688,新創圓夢網創業台灣電子報月報,電子報分類;電子報名稱;電子報檔案連結;建立時間;修改時間,經濟部中小企業處
新創圓夢網-影音專區,112689,新創圓夢網刊載之影音資源,影片分類;影片名稱;影片照片連結;youtube嵌入代碼;建立時間;修改時間,經濟部中小企業處
社會創新平台-探消息-政府資源,112690,社會創新平台刊載之社會創新政府資源,專案序號;計畫名稱;主辦單位;承辦單位;適用對象;議題屬性;適用對象創業階段;服務項目;附加檔案;政府部會;開始日期;截止日期;狀態;專案介紹;計畫內容;主辦單位聯絡方式;承辦單位聯絡方式;標籤;建立時間;最後編輯時間,經濟部中小企業處
財會專業顧問,112906,中小企業常見融資困難之處包含會計制度不全，無法提供詳盡的財務資料、企業亦不知瞭解自身財務、無信用基礎、財務基礎與管理薄弱、缺乏足夠擔保品、及保證人不易尋覓等問題，使得銀行在審核其融資時，往往無法正確判斷該企業真實營運現況及承貸風險，導致核貸結果未能滿足中小企業的實際需求。 為協助中小企業強化經營及財務體質、解決融資困難問題，除提供諮詢服務外，另派遣輔導顧問至現場進行訪視、一般性融資診斷、銀行債權債務協調等服務，俾利其取得營運所需資金，進而提升中小企業之競爭力。 配合推動政府資料開放，經濟部中小企業處開放「財會專業顧問」資料集，提供計畫之財務顧問相關資料，歡迎各界參考。,序號;姓名;職稱;服務單位名稱;專長;服務區域,經濟部中小企業處
計程車計費表檢查合格單資料集,113542,提供標準檢驗局計程車計費表檢查合格單資料,檢查合格單;廠牌;型號;器號;檢查年月,經濟部標準檢驗局
雷射測速儀檢查合格單資料集,113543,提供標準檢驗局雷射測速儀檢查合格單資料,檢查合格單;廠牌;型號;器號;檢查年月,經濟部標準檢驗局
雷達測速儀檢查合格單資料集,113544,提供標準檢驗局雷達測速儀檢查合格單資料,檢查合格單;廠牌;型號;主機器號;天線器號;檢查年月,經濟部標準檢驗局
電度表檢查合格單資料集,113545,提供標準檢驗局電度表檢查合格單資料,檢查合格單;廠牌;型號;器號;檢查年月,經濟部標準檢驗局
膜式氣量計檢查合格單資料集,113546,提供標準檢驗局膜式氣量計檢查合格單資料,檢查合格單;廠牌;型號;器號;檢查年月,經濟部標準檢驗局
新南向國家產業地圖-越南(紡織),113946,提供臺商越南當地紡織產業商機、產業政策、臺商產業聚落、當地競爭對手分析及臺商布局建議等資訊，作為投資布局之參考。,資料集名稱;下載網址,經濟部投資業務處
新南向國家產業地圖-柬埔寨(紡織),116041,提供臺商柬埔寨當地紡織產業商機、產業政策、臺商產業聚落、當地競爭對手分析及臺商布局建議等資訊，作為投資布局之參考。,資料集名稱;下載網址,經濟部投資業務處
2020~2022年資料服務產業專業人才需求調查,119132,為掌握臺灣資料服務產業專業人才樣貌與需求缺口，協助縮短資料服務廠商對於專業人才之需求落差，以人才需求調查工作，解析臺灣未來3年(2020~2022)資料服務產業專業人才需求與趨勢，調查成果用於推動該產業專業人才未來發展規劃、提升產業競爭力。,西元年;推估產值(景氣樂觀)(新台幣億元);推估產值(景氣持平)(新台幣億元);推估產值(景氣保守)(新台幣億元);推估總從業人數(景氣樂觀)(人);推估總從業人數(景氣持平)(人);推估總從業人數(景氣保守)(人);推估專業人才數(景氣樂觀)(人);推估專業人才數(景氣持平)(人);推估專業人才數(景氣保守)(人),經濟部工業局
無形資產評價訓練機構,119144,經濟部依據無形資產評價人員及機構登錄管理辦法及其作業要點認可單位為無形資產評價訓練機構。歡迎有興趣登錄之評價人員至下述機構取得登錄(20小時)及每年持續進修時數(10小時)。,機構名稱;認證起日;認證迄日;機構網址;聯絡窗口;聯絡電話;聯絡信箱,經濟部工業局
工業用地供給與服務網-購地需求月統計,119145,台灣工業用地供給(僅針對工業用地供給服務網站露出資料)購地需求統計資料,購地需求月統計,經濟部工業局
台灣糖業公司_烏樹林休閒園區,120111,台糖公司烏樹林休閒園區之景點設施介紹，如鐵道動態故事館、烏樹林驛站、道班房等。,序號;休閒活動區域;簡介,台灣糖業股份有限公司
台灣糖業公司_屏東區處牧草種植相關資訊,120115,台糖公司屏東區處農場種植牧草之區號及面積,農場別;區號;面積(公頃),台灣糖業股份有限公司
台灣糖業公司_花蓮糖廠文化資產清冊,120116,花蓮糖廠轄管文化資產經花蓮縣政府指定或登錄為文化資產清冊。,序號;類別;文化性資產編號;品項;備註,台灣糖業股份有限公司
台灣糖業公司_歷年各級主管性別人數統計表,120117,由於性別平等的觀念逐漸在法令面落實，台糖公司亦依據法令努力推動性別平等相關措施，以營造友善職場環境，本資料集提供台糖公司歷年各級主管性別人數統計表。,統計年月;主管階層;各級主管人數;女性人數;女性比率,台灣糖業股份有限公司
經濟部能源局_再生油品業者名單,120820,依投入原料區分再生油品業者名單，俾民眾了解再生油品市場狀況。,投入原料種類;廠商名稱;公司地址;工廠地址,經濟部能源局
經濟部能源局_生質柴油生產及輸入業者名單,120821,依許可資格區分生質柴油業者名單，俾民眾了解生質柴油市場狀況。,許可資格;廠商名稱;公司地址;工廠地址,經濟部能源局
新南向國家產業地圖-印尼 汽車零組件,121090,供臺商印尼當地汽車市場商機、產業政策、臺商產業聚落、當地競爭對手分析及臺商布局建議等資訊，作為投資布局之參考。,資料集名稱;資料網址;研究單位;版本;資料大小;相關產業公協會;相關聯絡窗口,經濟部投資業務處
台灣電力公司_年度備轉容量彙整,122035,本資料集提供年度每月系統運轉淨尖峰能力、系統瞬時尖峰負載、備轉容量、備轉容量率等的最大值和最小值,日期(年/月);系統運轉淨尖峰能力(KW)最大值;系統運轉淨尖峰能力(KW)最小值;系統瞬時尖峰負載(KW)最大值;系統瞬時尖峰負載(KW)最小值;備轉容量(KW)最大值;備轉容量(KW)最小值;備轉容量率(%)最大值;備轉容量率(%)最小值,台灣電力股份有限公司
台灣電力公司_年度線路損失量(率),122036,本資料集提供輸電系統及配電系統年度及上一年度線路損失量、線路損失率的實績值以及年度差異比較。,年度;項目;線路損失量本年度實績值(度);線路損失量上年度實績值(度);線路損失量年度差異比較(%);線路損失率本年度實績值(%);線路損失率上年度實績值(%);線路損失率年度差異比較(%),台灣電力股份有限公司
經濟部國際貿易局_函釋與裁量基準資料,122072,配合設置依據或緣由，目前提供相關函釋與裁量基準之下載網址，供外界參閱。,序號;設置依據或緣由;函釋與裁量基準;下載網址,經濟部國際貿易局
塑膠與橡膠及其製品潛力出口市場篩選,122084,為協助廠商篩選「塑膠與橡膠及其製品」適銷市場及規劃多元化海外拓銷策略，本資料以財政部關務署統計資料為基礎，計算塑膠與橡膠及其製品之出口額、市占率、出口成長率及近3年複合成長率，以觀察並探勘具出口之潛力市場。,資料基準年度;市場;臺灣對該市場出口額USD萬元;臺灣對該市場出口成長率%;近三年臺灣對該市場出口複合成長率%;臺灣對該市場出口占比%,經濟部國際貿易局
協助台糖公司推動農業循環豬場改建投資計畫之摘要,122279,本資料集為台糖公司配合政府農業循環園區之政策目標，加速辦理現有畜殖場改建更新計畫。,計畫名稱;計畫重點1;計畫重點2;計畫重點3;辦理情形,經濟部國營事業委員會
台灣電力公司_年度電燈營業用戶(依行業別)售電量,122521,本資料集提供過去一年依主計總處發布之第10版行業別標準分類統計之電燈營業用戶售電量,行業別代碼;行業別名稱;本年度售電量(度),台灣電力股份有限公司
台灣電力公司_臺北市_電桿坐標及桿號,122523,臺北市電桿坐標、桿號及所屬行政區資訊,縣市;行政區;村里;圖號坐標;型式;桿號;TWD67_X;TWD67_Y,台灣電力股份有限公司
台灣電力公司_新北市_電桿坐標及桿號,122524,新北市電桿坐標、桿號及所屬行政區資訊,縣市;行政區;村里;圖號坐標;型式;桿號;TWD67_X;TWD67_Y,台灣電力股份有限公司
經濟部嚴重特殊傳染性肺炎防治及紓困振興特別預算執行情形表,122677,嚴重特殊傳染性肺炎防治及紓困振興特別預算之每月執行情形,資料更新時間;資料名稱;資料下載網址,經濟部
台灣電力公司_桃園市_電桿坐標及桿號,122737,桃園市電桿坐標、桿號及所屬行政區資訊,縣市;行政區;村里;圖號坐標;型式;桿號;TWD67_X;TWD67_Y,台灣電力股份有限公司
台灣電力公司_臺中市_電桿坐標及桿號,122738,臺中市電桿坐標、桿號及所屬行政區資訊,縣市;行政區;村里;圖號坐標;型式;桿號;TWD67_X;TWD67_Y,台灣電力股份有限公司
台灣電力公司_臺南市_電桿坐標及桿號,122739,臺南市電桿坐標、桿號及所屬行政區資訊,縣市;行政區;村里;圖號坐標;型式;桿號;TWD67_X;TWD67_Y,台灣電力股份有限公司
台灣電力公司_高雄市_電桿坐標及桿號,122740,高雄市電桿坐標、桿號及所屬行政區資訊,縣市;行政區;村里;圖號坐標;型式;桿號;TWD67_X;TWD67_Y,台灣電力股份有限公司
台灣電力公司_台電公司配電系統重大事故停電速報案件記錄,122741,「電業事故通報程序標準」通報之歷史速報停電紀錄。,項次;發生時間;事故名稱;停電戶數;復電時間,台灣電力股份有限公司
山區水文地質鑽探phase2-鑽孔基本資料,122753,山區水文地質井-基本資料,井號;井名;TWD97_X坐標;TWD97_Y坐標;井址;行政區;縣市別代碼;地址-村里,經濟部中央地質調查所
山區水文地質鑽探phase2-鑽孔岩心紀錄,122762,山區水文地質井-地質鑽探岩心判釋結果,井名;井號;上限;下限;代碼;縣市別代碼;地址-村里,經濟部中央地質調查所
山區水文地質鑽探phase2-鑽孔井錄,122766,山區水文地質井-地球物理井錄探測紀錄,井號;d;SP;N16;N64;SPR;GAMMA;縣市別代碼;地址-村里,經濟部中央地質調查所
平原區水文地質剖面線,122767,平原區水文地質井-剖面線,name;url;縣市別代碼,經濟部中央地質調查所
台灣自來水公司近幾年重要財務比率,122867,提供本公司近幾年重要財務比率,年度別;自有資金比率(%);負債比率(%);資產週轉率(%);資產報酬率(%);權益報酬率(%);營業利益率(%);營業成長率(%);淨利成長率(%);權益成長率(%),台灣自來水股份有限公司
音樂授權實務問答集,123139,為了協助影視音新媒體建立音樂授權的概念，本局彙整授權實務常見問題的說明以及各種授權管道，協助利用,題號;題目;解答,經濟部智慧財產局
著作權合理使用說明,123141,為加強社會大眾著作權保護觀念之建立，本局將日常生活常見合理使用情形加以整理，供各界參,題號;題目;解答,經濟部智慧財產局
公播版影片著作權介紹,123142,為協助民眾釐清在公開場所放映影音節目取得授權之疑義，並協助取得授權，特別整理相關議題提供各界參考,題號;題目;解答,經濟部智慧財產局
經濟部智慧財產局圖書室館藏目錄,123143,提供經濟部智慧財產局圖書類館藏目錄資訊，俾利產官學各界查詢利用。,登錄號;題名;作者;出版者;出版年;版本項;ISBN;資料別;語文別;分類號,經濟部智慧財產局
台灣自來水公司輔導合格清洗水池及水塔業者名冊,123149,提供本公司輔導合格清洗水池及水塔業者名冊,編號;廠商名稱;服務電話;地址,台灣自來水股份有限公司
燁聯鋼鐵股份有限公司及唐榮鐵工廠股份有限公司申請對自中國大陸及韓國產製進口不銹鋼冷軋鋼品繼續課徵反傾銷稅案,123902,燁聯鋼鐵股份有限公司及唐榮鐵工廠股份有限公司申請對自中國大陸及韓國產製進口不銹鋼冷軋鋼品繼續課徵反傾銷稅案，調查相關之新聞訊息、調查問卷、調查報告,調查編號;案件名稱;公開資料類別;發布日期;公開資料標題;公開資料內容;公開資料檔案網址,經濟部貿易調查委員會
經濟部統計處_外銷訂單_紡織品,124177,紡織品外銷接單變動之統計,統計項目;資料期;統計值;計量單位,經濟部
商業登記(依營業項目別)－菸酒批發業,125946,提供全國菸酒批發業(F102030)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－飲料製造業,125947,提供全國飲料製造業(C110010)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－糖果製造業,125948,提供全國糖果製造業(C104010)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－製茶業,125950,提供全國製茶業(C111010)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－水產品批發業,125951,提供全國水產品批發業(F101050)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－寵物食品及其用品批發業,125952,提供全國寵物食品及其用品批發業(F106060)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－合成橡膠製造業,125953,提供全國合成橡膠製造業(C801060)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－基本化學工業,125954,提供全國基本化學工業(C801010)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－超級市場業,125955,提供全國超級市場業(F301020)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
商業登記(依營業項目別)－農產品批發市場,125956,提供全國農產品批發市場(F101061)商業登記資料。,統一編號;商業名稱;商業地址;登記狀態,經濟部商業司
