資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
106年度拓銷據點,58333,依每年補助原住民族個人及團體申請經貿拓銷補助業務資料,Seq;DateListed;序號;計畫補捐助對象;計畫類別;計劃名稱;據點位置;備註,原住民族委員會
105年度原住民族部落大學辦理情形,58864,每年補助地方政府辦理原住民族部落大學實際執行情形資料,Seq;DateListed;序號;年度;縣市;開課日期;辦理方式;執行單位,原住民族委員會
105年度地方文物館參觀人次,59764,105年度地方文物館參觀人次統計表,Seq;DateListed;項次;單位;一月;二月;三月;四月;五月;六月;七月;八月;九月;十月;十一月;十二月;小計;展覽策展累計;活動展演累計;研習累計,原住民族委員會
臺灣原住民族數位典藏應用服務-傳統聚落與古道,59766,傳統聚落與古道的照片,Seq;DateListed;數位典藏網址,原住民族委員會
原住民保留地非都市土地編定使用類別及面積資料,73708,依各鄉鎮市區統計原住民保留地非都市土地編定各使用類別之面積資料。,Seq;DateListed;統計時間;鄉鎮市區;甲種建築用地面積;乙種建築用地面積;丙種建築用地面積;丁種建築用地面積;農牧用地面積;礦業用地面積;交通用地面積;水利用地面積;遊憩用地面積;古蹟保存用地面積;生態保護用地面積;國土保安用地面積;殯葬用地面積;特定目的事業用地面積;鹽業用地面積;窯業用地面積;林業用地面積;養殖用地面積;暫未編定面積;合計面積,原住民族委員會
補辦增劃編原住民保留地行政院核定筆數及面積,73709,1.補辦增劃編原住民保留地之其目的係在安定原住民在原住民族地區之基本生存權及解決原住民族地區長期以來居住用地不足之課題，保障原住民基本居住權利。 2.依公有土地增劃編原住民保留地審查作業規範第11點規定，原住民申請之增劃編原住民保留土地依規定程序審辦完成後，由原住民族委員會代擬代判院稿核定增劃編原住民保留地，該等資料由本會定期統計。,Seq;DateListed;統計時間;行政院核定筆數;行政院核定面積公頃,原住民族委員會
原住民族委員會單位預算106年10月份會計月報,76507,原住民族委員會單位預算會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表<br>,原住民族委員會
原住民族委員會單位預算106年12月份會計月報,76508,原住民族委員會單位預算會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表<br>,原住民族委員會
原住民族委員會單位預算107年01月份會計月報,76509,原住民族委員會單位預算會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表<br>,原住民族委員會
原住民族委員會單位預算106年11月份會計月報,76510,原住民族委員會單位預算106年11月份會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表<br>,原住民族委員會
原住民族委員會單位預算107年02月份會計月報,78431,原住民族委員會107年2月份會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表,原住民族委員會
原住民族委員會資料開放諮詢小組會議紀錄,79104,原住民族委員會資料開放諮詢小組會議紀錄,Seq;DateListed;會議名稱;時間;地點;主席;出席委員;會議紀錄,原住民族委員會
原住民族委員會單位預算107年03月份會計月報,79669,原住民族委員會單位預算107年3月份會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表,原住民族委員會
107年度地方文物館參觀人次,79699,107年度地方文物館參觀人次統計表,Seq;DateListed;項次;單位;一月;二月;三月;小計;展覽策展累計;活動展演累計;研習累計;場租;門票停車票;商品販售;間接產值合辦活動市集攤販體驗活動等;小計1,原住民族委員會原住民族文化發展中心
原住民族委員會檔案應用申請列表,79941,原住民族委員會檔案應用申請,Seq;DateListed;申請書編號;申請日期;申請目的;調案檔號;主旨;承辦單位;審核文號;申請項目,原住民族委員會
原住民族委員會單位預算107年04月份會計月報,81256,原住民族委員會單位預算107年04月份會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表<br>,原住民族委員會
原住民族委員會單位預算106年06月份會計月報,81257,原住民族委員會單位預算會計月報，包含：歲入經費累計表、以前年度歲入及出轉入數累計表、平衡表、資本資產及其變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,Seq;DateListed;年月;會計月報,原住民族委員會
106年6月台閩縣市鄉鎮市區原住民族人口-按性別族別,85908,106年6月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年7月台閩縣市鄉鎮市區原住民族人口-按性別族別,85996,台灣原住民106年7月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年8月台閩縣市鄉鎮市區原住民族人口-按性別族別,86025,台灣原住民106年8月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年9月台閩縣市鄉鎮市區原住民族人口-按性別族別,86027,台灣原住民106年9月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年10月台閩縣市鄉鎮市區原住民族人口-按性別族別,86028,台灣原住民106年10月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年11月台閩縣市鄉鎮市區原住民族人口-按性別族別,86098,台灣原住民106年11月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年1月台閩縣市鄉鎮市區原住民族人口-按性別族別,86099,台灣原住民107年1月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
106年12月台閩縣市鄉鎮市區原住民族人口-按性別族別,86100,台灣原住民106年12月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年2月台閩縣市鄉鎮市區原住民族人口-按性別族別,86101,台灣原住民107年2月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年3月台閩縣市鄉鎮市區原住民族人口-按性別族別,86102,台灣原住民107年3月份各鄉鎮市人口統計表,Seq;DateListed;不分平地山地;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
原住民族委員會單位預算107年05月份會計月報,86113,原住民族委員會單位預算107年05月份會計月報,歲入;累計表;以前年度歲入;轉入數累計表;平衡表;資本資產及其變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表,原住民族委員會
原住民族委員會原住民族文化發展中心門票收入及入園人數統計表,87952,107年度每月之原住民族委員會原住民族文化發展中心門票收入及入園人數統計表,Seq;DateListed;年月;人數;收入,原住民族委員會原住民族文化發展中心
原住民族委員會職員族別一覽表,89186,原住民族委員會職員族別一覽表,Seq;DateListed;資料年月;官職等;阿美族;泰雅族;排灣族;布農族;卑南族;魯凱族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;卡那卡那富族;拉阿魯哇族,原住民族委員會
原住民族委員會職員性別一覽表,89187,原住民族委員會職員性別一覽表,Seq;DateListed;資料年月;官職等;男;女,原住民族委員會
公務人員特種考試原住民族考試三等考試缺額表,89188,公務人員特種考試原住民族考試三等考試缺額資料清單,Seq;DateListed;年度;等別;類別;職系;類科;職務所在機關名稱及代號;職稱;官職等;職務編號;缺額數;工作內容;工作地點;備考含有無公家宿舍,原住民族委員會
原住民族委員會職員最高教育程度(學位)一覽表,89189,原住民族委員會職員最高教育程度(學位)一覽表,Seq;DateListed;資料年月;官職等;博士;碩士;大學;專科;高中職;國初中以下,原住民族委員會
公務人員特種考試原住民族考試四等考試缺額表,89252,公務人員特種考試原住民族考試四等考試缺額表,Seq;DateListed;年度;等別;類別;職系;類科;職務所在機關名稱及代號;職稱;官職等;職務編號;缺額數;工作內容;工作地點;備考含有無公家宿舍,原住民族委員會
原住民族委員會職員年齡一覽表,89253,原住民族委員會職員年齡一覽表,Seq;DateListed;資料年月;官職等;年齡29歲以下;年齡30至39歲;年齡40至49歲;年齡50至59歲;年齡60至65歲;年齡66歲以上,原住民族委員會
公務人員特種考試原住民族考試五等考試缺額表,89259,公務人員特種考試原住民族考試五等考試缺額表,Seq;DateListed;年度;等別;類別;職系;類科;職務所在機關名稱及代號;職稱;官職等;職務編號;缺額數;工作內容;工作地點;備考含有無公家宿舍,原住民族委員會
原住民族委員會單位預算107年07月份會計月報,89929,原住民族委員會單位預算會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會單位預算107年06月份會計月報,89931,原住民族委員會單位預算會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
106年度平埔族群部落活力計畫各縣市執行成果,89973,106年度平埔族群部落活力計畫各縣市執行成果,Seq;DateListed;聚落名稱;已完成工作,原住民族委員會
106年度原住民族部落活力計畫各縣市執行成果,89974,106年度原住民族部落活力計畫各縣市執行成果,Seq;DateListed;聚落名稱;執行面向;工作成果,原住民族委員會
「105至106年度遷建計畫」核定明細表,90321,105年到106年間核定的拆遷計畫明細表,Seq;DateListed;核定日期;案名;主辦機關,原住民族委員會
103年臺灣原住民族經濟狀況調查報告,90323,103年臺灣原住民族經濟狀況調查報告,103年臺灣原住民族經濟狀況調查報告,原住民族委員會
106年度原住民族土地或部落範圍土地調查及劃設計畫核定補助單位,90335,106年度原住民族土地或部落範圍土地調查及劃設計畫核定補助單位,Seq;DateListed;時間;縣市;當地機關公所;執行單位補助單位;實施範圍部落,原住民族委員會
公務人員特種考試原住民族考試三等考試增列缺額表,90705,公務人員特種考試原住民族考試三等考試增列缺額表,Seq;DateListed;年度;等別;類別;職系;類科;職務所在機關名稱及代號;職稱;官職等;職務編號;缺額數;工作內容;工作地點;備考含有無公家宿舍,原住民族委員會
公務人員特種考試原住民族考試四等考試增列缺額表,90706,公務人員特種考試原住民族考試四等考試增列缺額表,Seq;DateListed;年度;等別;類別;職系;類科;職務所在機關名稱及代號;職稱;官職等;職務編號;缺額數;工作內容;工作地點;備考含有無公家宿舍,原住民族委員會
公務人員特種考試原住民族考試五等考試增列缺額表,90707,公務人員特種考試原住民族考試五等考試增列缺額表,Seq;DateListed;年度;等別;類別;職系;類科;職務所在機關名稱及代號;職稱;官職等;職務編號;缺額數;工作內容;工作地點;備考含有無公家宿舍,原住民族委員會
原住民族相關法規,91509,原住民族相關法規,Seq;DateListed;項次;標題;異動性質;公發布日;通報日期;承辦單位;會銜,原住民族委員會
107年度地方文物館參觀人次統計,91510,107年度地方文物館參觀人次統計表,Seq;DateListed;項次;地方文物館參觀人次統計表單位;累計年月;年度地方文物館參觀人次;展覽及策展累計;活動及展演累計;研習累計;累計場租產值;累計門票及停車票產值;累計商品販售產值;累計間接產值;產值累計小計,原住民族委員會
106年度原住民族委員會已施工查核案件,91511,106年度原住民族委員會已施工查核案件,Seq;DateListed;查核日期;標案編號;工程名稱;是否預先;計畫;主管機關;主辦機關,原住民族委員會
部落生態旅遊套裝行程路線表,91634,部落生態旅遊套裝行程路線表,Seq;DateListed;序號;執行單位;遊程涵蓋部落名稱;遊程名稱;遊程資料;成團人數限制;旅行社聯絡窗口;相關連結,原住民族委員會
全國原住民保留地非都市土地編定使用類別,91644,全國原住民保留地非都市土地編定使用類別面積(單位公頃)及資料筆數,Seq;DateListed;縣市名;甲種建築用地面積單位公頃;甲種建築用地資料筆數;乙種建築用地面積;乙種建築用地資料筆數;丙種建築用地面積;丙種建築用地資料筆數;丁種建築用地面積;丁種建築用地資料筆數;農牧用地面積;農牧用地資料筆數;礦業用地面積;礦業用地資料筆數;交通用地面積;交通用地資料筆數;水利用地面積;水利用地資料筆數;遊憩用地面積;遊憩用地資料筆數;古蹟保存用地面積;古蹟保存用地資料筆數;生態保護用地面積;生態保護用地資料筆數;國土保安用地面積;國土保安用地資料筆數;墳墓用地面積;墳墓用地資料筆數;特定目的事業用地面積;特定目的事業用地資料筆數;鹽業用地面積;鹽業用地資料筆數;窯業用地面積;窯業用地資料筆數;林業用地面積;林業用地資料筆數;養殖用地面積;養殖用地資料筆數;暫未編定面積;暫未編定資料筆數;尚未處理面積;尚未處理資料筆數,原住民族委員會
106年4月原住民族委員會工程查核案件,91657,106年4月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年5月原住民族委員會工程查核案件,91658,106年5月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年1月原住民族委員會工程查核案件,91659,106年1月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年2月原住民族委員會工程查核案件,91660,106年2月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年6月原住民族委員會工程查核案件,91661,106年6月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年7月原住民族委員會工程查核案件,91662,106年7月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年8月原住民族委員會工程查核案件,91663,106年8月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年9月原住民族委員會工程查核案件,91665,106年9月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年10月原住民族委員會工程查核案件,91666,106年10月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年11月原住民族委員會工程查核案件,91669,106年11月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年12月原住民族委員會工程查核案件,91670,106年12月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
106年3月原住民族委員會工程查核案件,91673,106年3月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;工程主管機關主辦機關;查核實際進度;查核成績,原住民族委員會
103年度原住民族經濟戶長平均儲蓄金額－依年齡、教育程度分,91675,資料來源：103年臺灣原住民族經濟狀況調查報告,Seq;DateListed;統計別;項目別;有儲蓄比率;平均金額,原住民族委員會
103年度原住民族經濟戶長平均投資金額－依年齡、教育程度分,91676,資料來源：103年臺灣原住民族經濟狀況調查報告,Seq;DateListed;項目別;細項;平均投資金額,原住民族委員會
106年度原住民學生就讀大專院校獎助金核發統計表,91735,資料來源：106年度大專校院獎助學金結案報告,Seq;DateListed;獎項;項目別;一零五學年度第2學期;一零六學年度第1學期;全年度;備註,原住民族委員會
103年度原住民族經濟戶長平均每人月收入－依性別、年齡教育程度分,91736,資料來源：103年臺灣原住民族經濟狀況調查報告,Seq;DateListed;統計別;項目別;月收入總和,原住民族委員會
105學年度各級學校原住民學生族籍分布,91737,資料來源：105學年度原住民族教育調查統計報告書,Seq;DateListed;族別;學生人數總計;比率;大專以上原住民學生占該族籍比率;大專以上原住民學生總計人數;博士;碩士;大專;高級中等學校;國中;國小;國中補校;國小補校,原住民族委員會
105學年度原住民族大專生就讀學門人數,91738,資料來源：105學年度原住民族教育調查統計報告書,Seq;DateListed;學門別;全體學生總計人數;全體學生總計比率;全體學生男性;全體學生女性;原住民學生總計人數;原住民學生總計比率;原住民學生男性;原住民學生女性,原住民族委員會
106年原住民就業者在目前工作場所的平均工作年資－按行業及職業分,91742,資料來源：106年原住民就業狀況調查,Seq;DateListed;統計別;項目別;平均年資年;總人數人,原住民族委員會
106年原住民就業者從事的行業－按人口特性及地區分,91743,資料來源：106年原住民就業狀況調查,Seq;DateListed;統計別;項目別;總計;營建工程業;製造業;農林漁牧業;住宿及餐飲業;總人數人,原住民族委員會
106年原住民就業者在目前工作場所的平均工作年資－按人口特性及區域分,91744,資料來源：106年原住民就業狀況調查,Seq;DateListed;統計別;項目別;平均年資年;總人數人,原住民族委員會
106年原住民就業者擔任的職業－按人口特性及地區分,91745,資料來源：106年原住民就業狀況調查,Seq;DateListed;統計別;項目別;總計;服務及銷售工作人員;技藝有關工作人員;基層技術工及勞力工;機械設備操作及組裝人員;總人數人,原住民族委員會
106年度大專校院原住民學生獎助學金結案報告,91778,106年度大專校院原住民學生獎助學金結案報告,106年度大專校院原住民學生獎助學金結案報告,原住民族委員會
105學年度原住民族教育調查統計,91779,105學年度原住民族教育調查統計,105學年度原住民族教育調查統計,原住民族委員會
106年原住民就業狀況調查,91780,106年原住民就業狀況調查,106年原住民就業狀況調查,原住民族委員會
103年度原住民族經濟戶長平均每月收入,91816,103年度原住民族經濟戶長平均每月收入,Seq;DateListed;項目別;民國99年經濟戶長收入;民國103年經濟戶長收入,原住民族委員會
103年度原住民族家庭總收入分析－依行政區域及統計區域分,91817,103年度原住民族家庭總收入分析－依行政區域及統計區域分,Seq;DateListed;統計別;項目別;民國99年總收入元;民國103年總收入元;民國99至103年成長率;民國102年全體家庭元;對全體家庭相對倍數,原住民族委員會
103年度經濟戶長教育程度－按性別、年齡區域分,91818,103年度經濟戶長教育程度－按性別、年齡區域分,Seq;DateListed;統計別;項目別;國小及以下;國初中;高中職;專科;大學及以上,原住民族委員會
103年原住民族家庭自有住宅率狀況－依家庭基本特徵分,91819,103年原住民族家庭自有住宅率狀況－依家庭基本特徵分,Seq;DateListed;統計別;項目別;民國99年;民國103年;民國99103年成長率;民國102年全體家庭自有住宅率,原住民族委員會
103年度原住民族經濟戶長年齡分布－按區域分,91820,103年度原住民族經濟戶長年齡分布－按區域分,Seq;DateListed;統計別;項目別;年齡15至19歲;年齡20至29歲;年齡30至39歲;年齡40至49歲;年齡50至59歲;年齡60歲及以上,原住民族委員會
102至106年原住民就業者的從業身分,91821,102至106年原住民就業者的從業身分,Seq;DateListed;項目別;總計;雇主;自營作業者;受非營利組織僱用者;受私人僱用者;受政府僱用者;無酬家屬工作者;未回答,原住民族委員會
102至106年原住民就業者從事的行業,91822,102至106年原住民就業者從事的行業,Seq;DateListed;項目別;民國102年原住民;民國103年原住民;民國104年原住民;民國105年原住民;民國106年原住民;民國106年全體民眾,原住民族委員會
102至106年原住民就業者擔任職業,91823,102至106年原住民就業者擔任職業,Seq;DateListed;項目別;民國102年原住民;民國103年原住民;民國104年原住民;民國105年原住民;民國106年原住民;民國106年全體民眾,原住民族委員會
106年原住民勞動參與情形－按人口特性分,91824,106年原住民勞動參與情形－按人口特性分,Seq;DateListed;統計別;項目別;年齡15歲以上民間人口數;勞動力人口數;勞動力參與率,原住民族委員會
106年原住民有酬就業者的每月主要工作收入－按行業及職業分,91825,106年原住民有酬就業者的每月主要工作收入－按行業及職業分,Seq;DateListed;統計別;項目別;每月主要工作收入平均元;總人數人,原住民族委員會
105學年度原住民族籍及族語教師有族語學經驗、通過族語認證人數,91837,105學年度原住民族籍及族語教師有族語學經驗、通過族語認證人數,Seq;DateListed;統計別;項目;總計;高級中等學校;國中;國小,原住民族委員會
106年度原住民族地區土地及自然資源保育計畫,91874,106年度原住民族地區土地及自然資源保育計畫,Seq;DateListed;年度;項目名稱;檔案下載,原住民族委員會
107年度補辦增劃編原住民保留地工作計畫暨增劃編原住民保留地複丈分割工作計畫,91875,107年度補辦增劃編原住民保留地工作計畫暨增劃編原住民保留地複丈分割工作計畫,Seq;DateListed;年度;項目名稱;檔案下載,原住民族委員會
107年度原住民保留地權利回復計畫,91876,107年度原住民保留地權利回復計畫,Seq;DateListed;年度;項目名稱;檔案下載,原住民族委員會
107年度原鄉地區傳統遺址及生態資源維護計畫書,91877,107年度原鄉地區傳統遺址及生態資源維護計畫書,Seq;DateListed;年度;項目名稱;檔案下載,原住民族委員會
106年度原住民族土地或部落範圍土地調查及劃設計畫,91878,106年度原住民族土地或部落範圍土地調查及劃設計畫,Seq;DateListed;年度;項目名稱;檔案下載,原住民族委員會
107年度原住民保留地違規利用處理計畫,91879,107年度原住民保留地違規利用處理計畫,Seq;DateListed;年度;項目名稱;檔案下載,原住民族委員會
原住民族家庭消費支出按型態分,93927,原住民族家庭消費支出按型態分:99年度、103年度,Seq;DateListed;年度;消費項目別;消費支出元,原住民族委員會
部落生態旅遊套裝行程路線,93928,部落生態旅遊套裝行程路線及旅行社聯絡資訊,Seq;DateListed;執行單位;遊程涵蓋部落名稱;遊程名稱;遊程資料;成團及人數限制;旅行社聯絡窗口;相關連結,原住民族委員會
原住民族學生國中及高級中等學校畢業生升學與就業情形,93929,原住民族學生國中及高級中等學校畢業生升學與就業情形:104學年度,Seq;DateListed;學年度;學制項目;總計人數;升學人數;就業人數;未升學未就業人數;其他人數;總計百分比;升學百分比;就業百分比;未升學未就業百分比;其他百分比,原住民族委員會
原住民族家庭收入狀況,93930,原住民族家庭收入狀況統計:99年度、103年度,Seq;DateListed;年度;項目別;原住民族家庭收入元;原住民族家庭收入百分比,原住民族委員會
原住民族大專畢業生就讀學門人數,93931,原住民族大專104學年度畢業生就讀學門人數,Seq;DateListed;學年度;學門別;全體學生畢業人數;全體學生比率;原住民族學生畢業人數;原住民族學生比率,原住民族委員會
大專院校原住民族獎助學金各獲獎類別學生族別統計,93932,原住民族學生於大專院校105學年度第二學期及106學年度第一學期獎助學金領取人數,Seq;DateListed;學年度;學期別;族別;獎學金人數;一般助學金;中低助學金;低收助學金,原住民族委員會
原住民族委員會單位預算107年10月份會計月報,94805,原住民族委員會單位預算107年10月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
106年度原住民族部落大學辦理情形,95817,106年度原住民族部落大學辦理情形,Seq;DateListed;年度序號;年度;縣市;開課日期;辦理方式;執行單位,原住民族委員會
107年度部落文化健康站通訊錄,95818,107年度部落文化健康站通訊錄,Seq;DateListed;年度;年度序號;縣市;鄉鎮市區;承辦單位;承辦單位地址;文健站名稱;文健站設置地址;部落名稱,原住民族委員會
原住民保留地禁伐補償核定金額及合格面積,95819,原住民保留地禁伐補償核定金額、合格面積,Seq;DateListed;年度;年度序號;縣市;核定金額;合格面積,原住民族委員會
107年輔導精實創業通過名單之創業組名單,95820,107年輔導精實創業通過名單-創業組名單,Seq;DateListed;年度;序號;區域;創業組申請人,原住民族委員會
107年輔導精實創業通過名單之創新組名單,95821,107年輔導精實創業通過名單之創新組名單,Seq;DateListed;年度;序號;區域;創新組申請人;申請單位,原住民族委員會
原住民族傳統智慧創作專用權登記表,95822,原住民族傳統智慧創作專用權登記表,Seq;DateListed;項次;申請案號;智慧創作名稱;智慧創作種類;專用權人;代表人;證書號數;核發日期,原住民族委員會
106年度補助經濟弱勢原住民建購及修繕住宅核定戶數,95823,106年度補助經濟弱勢原住民建購及修繕住宅核定戶數,Seq;DateListed;年度;縣市;建購住宅申請戶數;建購住宅核定戶數;修繕住宅申請戶數;修繕住宅核定戶數,原住民族委員會
全國原住民保留地權屬統計表,95824,統計至107年6月全國原住民保留地權屬統計表,Seq;DateListed;資料統計至;縣市;私有保留地面積_公頃;私有保留地資料筆數;國有土地面積_公頃;國有土地資料筆數;省有土地面積_公頃;省有土地資料筆數;縣有土地面積_公頃;縣有土地資料筆數;鄉鎮有土地面積_公頃;鄉鎮有土地資料筆數;公有土地面積_公頃;公有土地資料筆數,原住民族委員會
原住民保留地違規利用處理成果表,95825,原住民保留地違規利用處理成果表，依年度統計處理筆數及面積,Seq;DateListed;年度;筆數;面積_公頃,原住民族委員會
107年度原住民族家庭服務中心通訊錄,95826,107年度原住民族家庭服務中心通訊錄,Seq;DateListed;年度;序號;縣市;原家中心;中心電話;中心地址;執行單位,原住民族委員會
107年第1季原住民就業狀況調查報告,95827,107年第1季原住民就業狀況調查報告,Seq;DateListed;名稱;內容,原住民族委員會
107年第2季原住民就業狀況調查報告,95828,107年第2季原住民就業狀況調查報告,Seq;DateListed;名稱;內容,原住民族委員會
原住民族委員會單位預算107年11月份會計月報,96193,原住民族委員會單位預算107年11月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會單位預算108年01月份會計月報,98974,原住民族委員會單位預算108年01月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會單位預算107年12月份會計月報,98975,原住民族委員會單位預算107年12月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
